transfer_time,amax,segments,max_nfev,substeps_per_segment,selected_outages,schedule,base_nominal_error,base_worst_error,nominal_error,selected_recovery_worst_error,selected_worst_error,all_outage_worst_error,all_mask_worst_error,nominal_threshold,selected_recovery_threshold,selected_worst_threshold,meets_nominal_threshold,meets_selected_recovery_threshold,meets_selected_worst_threshold,meets_thresholds,optimizer_success,multiple_shooting_success,cost,optimality,nfev,runtime_seconds,control_max_norm,accepted_candidate,warm_start_refinement_nfev,warm_start_nominal_error,warm_start_selected_worst_error,nominal_fuel,recovery_fuel_mean,recovery_fuel_max,selected_outage_indices,selected_outage_errors,all_outage_errors,message
4.0,0.2,14,120,7,3,11111111111111,22.27449049867309,23.84278654212506,0.9786729540627932,1.7105306400949696,1.7105306400949696,12.347263834454363,12.347263834454363,0.09,0.17,0.17,False,False,False,False,False,False,1.089762931465877,66.23481498895181,120,294.6898873000173,0.2,unknown,0,,,0.8000000000000002,0.7047619047619049,0.742857142857143,"[15, 2, 22]","[0.6730344635917566, 1.3146252878761444, 1.7105306400949696]","[0.8990231199909519, 2.157420093690948, 0.6730344635917566, 0.4126730292780853, 1.5527907239213545, 1.4508914892519018, 0.5871426384960062, 2.087285654186953, 2.5530772649690516, 2.1359784045146997, 1.688511690445563, 1.193425557501765, 1.670066310136938, 1.0514559488744122, 12.347263834454363, 1.3146252878761444, 2.047120179516664, 2.0698648136280755, 1.461866253496121, 1.369498237196826, 0.9591612154465836, 1.3641157327304252, 1.7105306400949696, 2.0052638288658144, 1.370030118821003, 1.9122544986357253, 1.7157632780285654]",The maximum number of function evaluations is exceeded.
