transfer_time,amax,segments,max_nfev,substeps_per_segment,selected_outages,node_initialization,node_initialization_blend,nominal_first_homotopy,nominal_first_max_nfev,min_recovery_segments,initial_weight,defect_weight,terminal_weight,branch_terminal_weight,branch_start_weight,control_weight,smooth_weight,solver_mode,bounded_controls_in_residual,residual_control_max_norm,evaluation_control_max_norm,control_bound_violation,warm_start_refinement,warm_start_max_nfev,config_hash,source_states_id,settings_fingerprint,schedule,base_nominal_error,base_worst_error,nominal_error,selected_recovery_worst_error,selected_worst_error,all_outage_worst_error,all_mask_worst_error,nominal_threshold,selected_recovery_threshold,selected_worst_threshold,meets_nominal_threshold,meets_selected_recovery_threshold,meets_selected_worst_threshold,meets_thresholds,optimizer_success,multiple_shooting_success,cost,optimality,nfev,runtime_seconds,control_max_norm,accepted_candidate,warm_start_refinement_nfev,warm_start_nominal_error,warm_start_selected_worst_error,nominal_first_nfev,nominal_first_nominal_error,nominal_first_selected_worst_error,nominal_first_all_mask_worst_error,nominal_fuel,recovery_fuel_mean,recovery_fuel_max,selected_outage_indices,selected_outage_errors,all_outage_errors,message
0.5,0.2,12,20,4,12,linear,0.5,False,0,0,10.0,1.0,4.0,4.0,5.0,0.01,0.012,bounded_projected_multiple_shooting,True,0.2,0.2,5.551115123125783e-17,False,30,404d1ce84395b23d14700fc3ca38ad390adb4dbee69e1a51f068125240a1af01,//nas/Projects/Papers/quantum-low-thrust/data/source_states.json|sha256=24f3e8900a33e87ed60f28cb61da10346e71f481288202350db5617c6e3d15cf,8cbe4e2b47fbc268f46d26b53ea52fe2301b0f462ce35b157cf48c88e565f71b,111111111111,0.4043556129529664,0.4332252336600387,0.0396349023646032,0.3904214079989552,0.3904214079989552,0.3904214079989552,0.3904214079989552,0.09,0.17,0.17,True,False,False,False,False,False,0.0292129663488479,0.0116153945515451,20,141.51462360000005,0.2,optimizer,0,,,0,,,,0.1,0.0916666666666666,0.0916666666666666,"[0, 1, 2, 3, 4, 5, 11, 10, 9, 8, 7, 6]","[0.3904214079989552, 0.31250211511640796, 0.24123231366034914, 0.17638314812622882, 0.11840165062595989, 0.06771835479658198, 0.06387721661518488, 0.06112889554467937, 0.059353897194648966, 0.05816780977467323, 0.057593963539383855, 0.05739068036785442]","[0.3904214079989552, 0.31250211511640796, 0.24123231366034914, 0.17638314812622882, 0.11840165062595989, 0.06771835479658198, 0.06387721661518488, 0.06112889554467937, 0.059353897194648966, 0.05816780977467323, 0.057593963539383855, 0.05739068036785442]",The maximum number of function evaluations is exceeded.
0.5,0.2,8,30,4,8,linear,0.5,False,0,0,10.0,1.0,4.0,4.0,5.0,0.01,0.012,bounded_projected_multiple_shooting,True,0.2,0.2,2.775557561562892e-17,False,30,404d1ce84395b23d14700fc3ca38ad390adb4dbee69e1a51f068125240a1af01,//nas/Projects/Papers/quantum-low-thrust/data/source_states.json|sha256=24f3e8900a33e87ed60f28cb61da10346e71f481288202350db5617c6e3d15cf,21bb62b06d7601ec0bbd12d1ebc3cbddc67a1ad898b3b5467a20655f67bf701e,11111111,0.4119880771894354,0.4548141209827974,0.0413679057832544,0.337771890704432,0.337771890704432,0.337771890704432,0.337771890704432,0.09,0.17,0.17,True,False,False,False,False,False,0.0328517895420033,0.0111071055852145,30,73.04551289999654,0.2,optimizer,0,,,0,,,,0.1,0.0875,0.0875,"[0, 1, 2, 3, 7, 6, 5, 4]","[0.337771890704432, 0.23579868027360734, 0.14142404990616325, 0.07803719612905383, 0.07311773104291912, 0.07034840251628197, 0.06872917848218989, 0.06806369739264803]","[0.337771890704432, 0.23579868027360734, 0.14142404990616325, 0.07803719612905383, 0.07311773104291912, 0.07034840251628197, 0.06872917848218989, 0.06806369739264803]",The maximum number of function evaluations is exceeded.
0.5,0.2,12,40,4,1,linear,0.5,False,0,1,10.0,1.0,4.0,4.0,5.0,0.01,0.012,bounded_projected_multiple_shooting,True,0.2,0.2,5.551115123125783e-17,False,30,404d1ce84395b23d14700fc3ca38ad390adb4dbee69e1a51f068125240a1af01,//nas/Projects/Papers/quantum-low-thrust/data/source_states.json|sha256=24f3e8900a33e87ed60f28cb61da10346e71f481288202350db5617c6e3d15cf,e03372704579d847fa595537a13c4f6320903807114e3aa8dca9e96c26661324,111111111111,0.4043556129529664,0.4332252336600387,0.0479437235199105,0.0619181437258746,0.0619181437258746,0.0752177555942128,0.0752177555942128,0.09,0.17,0.17,True,True,True,True,True,True,0.0010796115426189,3.547825798072505e-06,24,18.002427100000205,0.2,optimizer,0,,,0,,,,0.1,0.0916666666666666,0.0916666666666666,[6],[0.06191814372587465],"[0.07521775559421287, 0.07324042599181926, 0.07149967620338525, 0.06997627802066306, 0.0686423692270739, 0.06743764426775122, 0.06191814372587465, 0.06525495164494242, 0.06455526636193724, 0.06404728043887153, 0.06367591182279396, 0.0633862963626242]",`gtol` termination condition is satisfied.
