case_id,record_type,branch_order,mask_index,outage_mask,source_controls_path,source_controls_sha256,retuned_controls_path,retuned_controls_sha256,midpoint_controls_retuned,active_control_mask,recorded_cr3bp_terminal_error,point_mass_replay_terminal_error,point_mass_retuned_terminal_error,point_mass_replay_delta_from_recorded_cr3bp,configured_threshold,point_mass_replay_passes_configured_threshold,point_mass_retuned_passes_configured_threshold,retune_success,scipy_success,scipy_message,nfev,cost,optimality,runtime_seconds,control_bound,retuned_endpoint_norm_max,retuned_midpoint_norm_max,retuned_endpoint_bound_violation,retuned_midpoint_bound_violation,substeps_per_segment,transfer_time,start_jd_tdb,cache_path,cache_sha256,retuning_semantics
ihs_all_single_p04_amax02_polish_from_p04,nominal,,,,data/results/independent_hs_all_configured_headroom/controls/ihs_all_single_p04_amax02_polish_from_p04_nominal_controls.json,46871d310bb008e1be5438eb0ee00d1da0b5c320eefe2fc46f8add782ae06198,data/results/independent_hs_horizons_multi_epoch_point_mass_retuning/epochs/2026oct01/controls/ihs_all_single_p04_amax02_polish_from_p04_nominal_point_mass_retuned_controls.json,069b36b02fdbbe0d9fc6183cb213afdc32dd665dde20669ca07f455444dccf69,True,"[1, 1, 1, 1, 1, 1, 1, 1]",0.011333095366088189,0.18959067299420396,0.014430201689791956,0.17825757762811578,0.089999999999999997,False,True,True,True,`gtol` termination condition is satisfied.,3,0.00010432900369027165,9.5295412542530846e-05,3.1702308999956585,0.20000000000000001,0.12539109137440102,0.1947265301259602,0,0,4,0.5,2461314.5,data/cache/horizons/independent_hs_phase_shift_2026oct01_vectors.json,debc9260f74466617648c0c5baabb88445702468607e443428cf8bd70208f93b,"persisted controls fail direct cached-Horizons Earth/Moon/Sun point-mass replay, then endpoint-plus-midpoint controls are independently retuned under the same stress model; not SPICE/full high-fidelity/flight validation and not production solver parity"
ihs_all_single_p04_amax02_polish_from_p04,branch,0,0,"[0, 1, 1, 1, 1, 1, 1, 1]",data/results/independent_hs_all_configured_headroom/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_000_mask_000_controls.json,e0971fc28fc5f30700acd0c379b90012891a22a1ff5268aab3b6d5b13c3a20eb,data/results/independent_hs_horizons_multi_epoch_point_mass_retuning/epochs/2026oct01/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_000_mask_000_point_mass_retuned_controls.json,c98aced0a7a2b2c1312cb312492fc9cafac259763597b7523429d9d363e0c575,True,"[0, 1, 1, 1, 1, 1, 1, 1]",0.077920802918393817,0.12373115035903087,0.018013106197757842,0.045810347440637056,0.17000000000000001,True,True,True,True,`gtol` termination condition is satisfied.,3,0.00016227088442653781,5.7461921848235379e-05,3.5762678999744821,0.20000000000000001,0.084471301845721658,0.10304759134138111,0,0,4,0.5,2461314.5,data/cache/horizons/independent_hs_phase_shift_2026oct01_vectors.json,debc9260f74466617648c0c5baabb88445702468607e443428cf8bd70208f93b,"persisted controls fail direct cached-Horizons Earth/Moon/Sun point-mass replay, then endpoint-plus-midpoint controls are independently retuned under the same stress model; not SPICE/full high-fidelity/flight validation and not production solver parity"
ihs_all_single_p04_amax02_polish_from_p04,branch,1,1,"[1, 0, 1, 1, 1, 1, 1, 1]",data/results/independent_hs_all_configured_headroom/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_001_mask_001_controls.json,2d4e0b756892ea2b5d9fd647207a6c1652c16585dda4a130504a452c40f9b50c,data/results/independent_hs_horizons_multi_epoch_point_mass_retuning/epochs/2026oct01/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_001_mask_001_point_mass_retuned_controls.json,aea2e5f1a3b3eb6acdd700b20a67704a04d3cb0786cf97282249ed828e4db68f,True,"[1, 0, 1, 1, 1, 1, 1, 1]",0.055793507608435974,0.1432930391002083,0.016771826387840499,0.087499531491772323,0.17000000000000001,True,True,True,True,`gtol` termination condition is satisfied.,3,0.00014087427590920513,9.1877675795530296e-05,3.0252508999838028,0.20000000000000001,0.11628383928149566,0.16718688955805042,0,0,4,0.5,2461314.5,data/cache/horizons/independent_hs_phase_shift_2026oct01_vectors.json,debc9260f74466617648c0c5baabb88445702468607e443428cf8bd70208f93b,"persisted controls fail direct cached-Horizons Earth/Moon/Sun point-mass replay, then endpoint-plus-midpoint controls are independently retuned under the same stress model; not SPICE/full high-fidelity/flight validation and not production solver parity"
ihs_all_single_p04_amax02_polish_from_p04,branch,2,2,"[1, 1, 0, 1, 1, 1, 1, 1]",data/results/independent_hs_all_configured_headroom/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_002_mask_002_controls.json,542883ea5dee97baacc45e736222aaf36a4e2249493d1c4d02eabe46b93efe55,data/results/independent_hs_horizons_multi_epoch_point_mass_retuning/epochs/2026oct01/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_002_mask_002_point_mass_retuned_controls.json,23164a26b9001bc74939175597fd5bc90747b8a1c3a6171362b23af2e351c38a,True,"[1, 1, 0, 1, 1, 1, 1, 1]",0.037908434938967957,0.15995372742383279,0.016002750950427951,0.12204529248486484,0.17000000000000001,True,True,True,True,`gtol` termination condition is satisfied.,3,0.00012827433716772148,9.171710089727223e-05,2.5250718000170309,0.20000000000000001,0.13797446742888633,0.16733766874755923,0,0,4,0.5,2461314.5,data/cache/horizons/independent_hs_phase_shift_2026oct01_vectors.json,debc9260f74466617648c0c5baabb88445702468607e443428cf8bd70208f93b,"persisted controls fail direct cached-Horizons Earth/Moon/Sun point-mass replay, then endpoint-plus-midpoint controls are independently retuned under the same stress model; not SPICE/full high-fidelity/flight validation and not production solver parity"
ihs_all_single_p04_amax02_polish_from_p04,branch,3,3,"[1, 1, 1, 0, 1, 1, 1, 1]",data/results/independent_hs_all_configured_headroom/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_003_mask_003_controls.json,80dcf364ebc43719655686cce641289b2c718f1c5edb57f09377ad2bf263bf53,data/results/independent_hs_horizons_multi_epoch_point_mass_retuning/epochs/2026oct01/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_003_mask_003_point_mass_retuned_controls.json,485dccfaca33eb512c1224d5965c7539f64b97008fa487232154b89826cb1946,True,"[1, 1, 1, 0, 1, 1, 1, 1]",0.025073228898754976,0.17254775486133336,0.011070095467747882,0.14747452596257837,0.17000000000000001,False,True,True,True,`gtol` termination condition is satisfied.,4,6.1431841063180664e-05,1.7204377804084119e-05,3.6001927000179421,0.20000000000000001,0.14620872679187863,0.20000000000000001,0,0,4,0.5,2461314.5,data/cache/horizons/independent_hs_phase_shift_2026oct01_vectors.json,debc9260f74466617648c0c5baabb88445702468607e443428cf8bd70208f93b,"persisted controls fail direct cached-Horizons Earth/Moon/Sun point-mass replay, then endpoint-plus-midpoint controls are independently retuned under the same stress model; not SPICE/full high-fidelity/flight validation and not production solver parity"
ihs_all_single_p04_amax02_polish_from_p04,branch,4,4,"[1, 1, 1, 1, 0, 1, 1, 1]",data/results/independent_hs_all_configured_headroom/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_004_mask_004_controls.json,ae64d25b776b428a3d90268ee11a201987aa21dd328e7a5326a9153ea5134461,data/results/independent_hs_horizons_multi_epoch_point_mass_retuning/epochs/2026oct01/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_004_mask_004_point_mass_retuned_controls.json,d32ea85a56bc2943767003bb4ba10613165e0b7deac62040203f152610dfde86,True,"[1, 1, 1, 1, 0, 1, 1, 1]",0.017525566814469221,0.18047306121103773,0.011270419004680883,0.16294749439656853,0.17000000000000001,False,True,True,True,`gtol` termination condition is satisfied.,4,6.3739647958626825e-05,1.0930026973247665e-05,3.3944158999947831,0.20000000000000001,0.13951598131571147,0.20000000000000001,0,0,4,0.5,2461314.5,data/cache/horizons/independent_hs_phase_shift_2026oct01_vectors.json,debc9260f74466617648c0c5baabb88445702468607e443428cf8bd70208f93b,"persisted controls fail direct cached-Horizons Earth/Moon/Sun point-mass replay, then endpoint-plus-midpoint controls are independently retuned under the same stress model; not SPICE/full high-fidelity/flight validation and not production solver parity"
ihs_all_single_p04_amax02_polish_from_p04,branch,5,7,"[1, 1, 1, 1, 1, 1, 1, 0]",data/results/independent_hs_all_configured_headroom/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_005_mask_007_controls.json,fafe30ed005fa19a0bfe392e6b81b0999b47af84eb19d8a73b42396115e1bd49,data/results/independent_hs_horizons_multi_epoch_point_mass_retuning/epochs/2026oct01/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_005_mask_007_point_mass_retuned_controls.json,24b7b40de559f79e1e8f743d2e1eb28d13aeacdec89ba58844b6eed2aa1a1b59,True,"[1, 1, 1, 1, 1, 1, 1, 0]",0.0097157907330130498,0.1878777728317127,0.015471413430970794,0.17816198209869966,0.17000000000000001,False,True,True,True,`gtol` termination condition is satisfied.,3,0.00011981968013639214,8.705782284739202e-05,3.3038410999870393,0.20000000000000001,0.11754834183047053,0.17545809435863718,0,0,4,0.5,2461314.5,data/cache/horizons/independent_hs_phase_shift_2026oct01_vectors.json,debc9260f74466617648c0c5baabb88445702468607e443428cf8bd70208f93b,"persisted controls fail direct cached-Horizons Earth/Moon/Sun point-mass replay, then endpoint-plus-midpoint controls are independently retuned under the same stress model; not SPICE/full high-fidelity/flight validation and not production solver parity"
ihs_all_single_p04_amax02_polish_from_p04,branch,6,6,"[1, 1, 1, 1, 1, 1, 0, 1]",data/results/independent_hs_all_configured_headroom/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_006_mask_006_controls.json,29db0576658055a952ff736e657f3c908e5b6791f53ea02b40266dd28e0c1915,data/results/independent_hs_horizons_multi_epoch_point_mass_retuning/epochs/2026oct01/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_006_mask_006_point_mass_retuned_controls.json,21c3b3d7f05995399c832418551f0efd05448be497b7a02048af375c7fcd3d28,True,"[1, 1, 1, 1, 1, 1, 0, 1]",0.010536176875094644,0.18653697606620154,0.015263450439341738,0.17600079919110689,0.17000000000000001,False,True,True,True,`gtol` termination condition is satisfied.,3,0.00011663862992342704,8.6414087474616312e-05,3.2360621000116225,0.20000000000000001,0.10859050318673473,0.17666769054322404,0,0,4,0.5,2461314.5,data/cache/horizons/independent_hs_phase_shift_2026oct01_vectors.json,debc9260f74466617648c0c5baabb88445702468607e443428cf8bd70208f93b,"persisted controls fail direct cached-Horizons Earth/Moon/Sun point-mass replay, then endpoint-plus-midpoint controls are independently retuned under the same stress model; not SPICE/full high-fidelity/flight validation and not production solver parity"
ihs_all_single_p04_amax02_polish_from_p04,branch,7,5,"[1, 1, 1, 1, 1, 0, 1, 1]",data/results/independent_hs_all_configured_headroom/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_007_mask_005_controls.json,ee18922dc4b0715b9d371153718e9ff08d9deba18830d7b401445088e5992ee2,data/results/independent_hs_horizons_multi_epoch_point_mass_retuning/epochs/2026oct01/controls/ihs_all_single_p04_amax02_polish_from_p04_branch_007_mask_005_point_mass_retuned_controls.json,aa7d25e182c01d41ea975917020b178c962f9f9210f6e109399c7300d6593f5c,True,"[1, 1, 1, 1, 1, 0, 1, 1]",0.013358152425487681,0.18446258970773932,0.015076279132065018,0.17110443728225164,0.17000000000000001,False,True,True,True,`gtol` termination condition is satisfied.,3,0.0001139230869143911,9.2497107037766677e-05,4.2242372999899089,0.20000000000000001,0.13439983484100296,0.18319900078060192,0,0,4,0.5,2461314.5,data/cache/horizons/independent_hs_phase_shift_2026oct01_vectors.json,debc9260f74466617648c0c5baabb88445702468607e443428cf8bd70208f93b,"persisted controls fail direct cached-Horizons Earth/Moon/Sun point-mass replay, then endpoint-plus-midpoint controls are independently retuned under the same stress model; not SPICE/full high-fidelity/flight validation and not production solver parity"
