suite_case_id,target_mode,total_branches,optimizer_ran_count,eligible_optimizer_branch_count,optimizer_success_count,optimizer_success_count_among_optimizer_ran,no_recovery_direct_evaluation_count,no_recovery_threshold_feasible_count,fallback_accepted_count,max_terminal_error_overall,max_terminal_error_optimizer_ran,max_terminal_error_no_recovery,accepted_weight_variant_counts,accepted_initialization_kind_counts,accepted_initialization_label_counts,branch_control_replay_claim,audit_semantics,source_artifact
tail_coast_all_one_two_segment_t5_portfolio,catalog_dro_phase,27,25,25,25,25,2,2,4,0.0936063931709301,0.0936063931709301,0.02299233817855882,regularized_001=6; terminal_only=21,constant_vector=4; no_recovery_variables=2; nominal_post_outage=21,constant_x_minus_0p5=1; constant_x_plus_0p5=1; constant_y_minus_0p5=2; no_recovery_variables=2; nominal_post_outage=21,False,"Summary of recorded branch_results JSON only; accepted branch controls are not persisted, so this is not branch-control replay.",data/results/hard_catalog_tail_coast_recovery/tail_coast_recovery.csv
