seed,split,true,predicted
151,train,2.242637216878739,2.24266320689906
151,train,1.166134524878598,1.1661058925382402
151,train,3.9704611272868595,3.970605129682335
151,train,2.149694340312352,2.1497507190707803
151,train,5.007061301041215,5.007054357810712
151,train,2.958945871816154,2.959052216230662
151,train,7.516484402688561,7.516302661986181
151,train,4.891207707474594,4.891162277886967
151,train,1.2640756010611056,1.264076705075221
151,train,1.7153762813222218,1.7154793530473842
151,train,4.8544713291552695,4.854531420925907
151,train,3.995833614370317,3.9958342702584337
151,train,1.5361376891339307,1.5360874016921322
151,train,2.868399507238329,2.868514616679204
151,train,6.05718077134671,6.057269953210187
151,train,6.171178019895609,6.171116112299919
151,train,6.1429881032570695,6.142686769206685
151,train,2.9573086940324265,2.9573890419438684
151,train,3.9215084036638004,3.921752645042668
151,train,1.0649311448913656,1.064983890370719
151,train,2.926235570697582,2.9262903488026244
151,train,1.16990237778388,1.1698242765931344
151,train,2.2510996337780695,2.2509828383708146
151,train,1.635146553389822,1.6349966805106217
151,train,5.0180621630198115,5.0178115214877534
151,train,1.2574210777246149,1.2573027102364724
151,train,2.020213200829152,2.020187808507685
151,train,3.809621983017502,3.8096912320813305
151,train,0.9196915718203144,0.9194359379305508
151,train,4.997714276014988,4.997564898282558
151,train,3.9047845564912826,3.90484692221189
151,train,1.5387292572493598,1.5385538580160079
151,train,1.5503591057459045,1.550466951023333
151,train,3.040230827220069,3.040177423677226
151,train,1.2443167358407818,1.2442427466927415
151,train,2.943709018532844,2.9435777653504376
151,train,7.5924538152814565,7.592323177808226
151,train,2.2470150588763973,2.2470589189599095
151,train,1.1680389991926636,1.1681318053417786
151,train,3.0333487924528573,3.033293575331534
151,train,4.006589703756518,4.006708982974532
151,train,3.7452622177579067,3.7451303610630484
151,train,1.6101185981857007,1.610219732810768
151,train,2.955235261014967,2.9550981567536585
151,train,3.783333605167755,3.7832809080624785
151,train,2.951323662588834,2.9514166883105166
151,train,4.955039548017629,4.954926902383334
151,train,2.9403021799426536,2.940350525544487
151,train,2.9432892909606716,2.943479224779632
151,train,3.0558376838418777,3.0558505207237565
151,train,4.9481507562363705,4.9481749846114
151,train,3.90337510600545,3.9033016779949574
151,train,1.5911605765899521,1.5911272617743446
151,train,2.1458529622603786,2.1459463873837823
151,train,2.1706289451072625,2.1707907198199923
151,train,1.2442017516290447,1.2442428496611653
151,train,6.170875471366509,6.171007634257483
151,train,2.1346195565723898,2.1346829090648964
151,train,1.6174233750037441,1.6175194068706578
151,train,1.7221615010349285,1.7220886200388041
151,train,3.0503132325909945,3.050565266292165
151,train,1.6419702099362712,1.6422241221162546
151,train,7.515810308956336,7.5156586722643945
151,train,2.08204924127481,2.0819100598804323
151,train,2.0643556981502664,2.0645282485272216
151,train,4.895538605783071,4.895561072190321
151,train,3.0581917762603377,3.058236635725611
151,train,2.3380099517047475,2.338054330386473
151,train,3.7780677928341255,3.7782380114143934
151,train,2.1525819197676332,2.152532441481672
151,train,2.1346160193214576,2.134411899716005
151,train,1.6398076229335175,1.6397591053062253
151,val,0.8463600307200632,0.5205181797531326
151,val,1.5447279268164995,2.082181976309889
151,val,2.962542599002727,4.303852844321275
151,val,2.9560172207498248,2.855586309255232
151,val,1.0445436000307662,0.7949215451305525
151,val,10.778568303316494,9.052801674297232
151,val,1.6256297657209076,1.6714459775489048
151,val,3.6640182953404516,3.367780364978443
151,val,2.916936679868765,2.9849306396036566
151,val,7.4079396047292985,7.141236306059976
151,val,2.1837042800986595,3.48180873644624
151,val,3.922047387494903,4.772721179605725
151,val,2.155479059741183,2.63449345069966
151,val,3.780943294983223,4.313952593475839
151,val,3.9874257175381334,4.073273603700765
151,val,1.2456162797069497,1.5499140630859416
151,val,0.9518086862862225,0.08536979072443857
151,val,6.143279007014254,5.80443935595408
151,val,1.3315302481023479,2.148152662914444
151,val,2.8241896316929105,1.756509560848063
151,val,4.951889707791557,4.133072170003547
151,val,2.921369202472257,3.677861626576848
151,val,2.9306896563799016,3.130712846379605
151,val,1.6244960692681947,1.3235050418126655
