suite_case_id,phase_degrees,phase_radians,package_complete,nominal_error,nominal_pass,branch_row_count,expected_branch_count,branch_pass_count,all_branch_pass,max_branch_error,selected_worst_error,all_mask_worst_error,meets_thresholds,strict_nominal_threshold,strict_robust_threshold,strict_nominal_pass,strict_branch_pass_count,strict_all_branch_pass,strict_meets_thresholds,total_nfev,total_runtime_seconds,nominal_nfev,total_branch_nfev,optimizer_success_count,optimizer_ran_count
tail_coast_all_one_two_segment_t5_portfolio,0,0,True,0.31677192167859453,False,27,27,19,False,6.029904532225566,6.029904532225566,6.029904532225566,False,0.050000000000000003,0.089999999999999997,False,16,False,False,1027,761.50551930011716,14,1013,25,26
