method,mixer_topology,warm_start_mode,depth,restarts,seed,expected_selected_worst_error,expected_normalized_cost,expected_nominal_error,probability_best_one_coast,probability_pareto_frontier,top_schedule,top_schedule_probability,top_schedule_selected_worst_error,best_one_coast_schedule,best_one_coast_selected_worst_error,angles
structured_inverse_cycle_p2_r8,cycle,inverse,2,8,20261646,0.10865686771772431,0.13792005292722562,0.0830076644163623,0.12069909988928638,0.12069909988928638,111111111100,0.12069909988928638,0.1055748925448516,111111111100,0.1055748925448516,"[4.62855753099751, 5.652505291640408, 0.07330672614027298, 0.0]"
structured_inverse_cycle_p3_r1,cycle,inverse,3,1,20261649,0.108671256502909,0.13856395883266456,0.08302535007203231,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.18302549278534824, 0.21829621994348755, 0.24028121939745262, 0.0, 0.0, 0.0]"
structured_inverse_cycle_p3_r4,cycle,inverse,3,4,20261652,0.108671256502909,0.13856395883266456,0.08302535007203231,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.18302549278534824, 0.21829621994348755, 0.24028121939745262, 0.0, 0.0, 0.0]"
structured_inverse_cycle_p3_r8,cycle,inverse,3,8,20261656,0.10865682658533159,0.1379182122304438,0.08300760799586619,0.12058741956321735,0.12058741956321735,111111111100,0.12058741956321735,0.1055748925448516,111111111100,0.1055748925448516,"[0.0, 4.589655578903448, 4.1745450018538435, 0.005499709477944196, 0.07379816211088043, 0.0]"
structured_inverse_cycle_p4_r1,cycle,inverse,4,1,20261659,0.108671256502909,0.13856395883266456,0.08302535007203231,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.16325515239777172, 0.19287818042186372, 0.2061615590829337, 0.22273798743964757, 0.0, 0.0, 0.0, 0.0]"
structured_inverse_cycle_p4_r4,cycle,inverse,4,4,20261662,0.108671256502909,0.13856395883266456,0.08302535007203231,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.16325515239777172, 0.19287818042186372, 0.2061615590829337, 0.22273798743964757, 0.0, 0.0, 0.0, 0.0]"
structured_inverse_cycle_p4_r8,cycle,inverse,4,8,20261666,0.108671256502909,0.13856395883266456,0.08302535007203231,0.1201242112368671,0.1201242112368671,111111111100,0.1201242112368671,0.1055748925448516,111111111100,0.1055748925448516,"[0.16325515239777172, 0.19287818042186372, 0.2061615590829337, 0.22273798743964757, 0.0, 0.0, 0.0, 0.0]"
structured_exponential_cycle_p1_r1,cycle,exponential,1,1,20261729,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.19043577661152788, 0.0]"
structured_exponential_cycle_p1_r4,cycle,exponential,1,4,20261732,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.19043577661152788, 0.0]"
structured_exponential_cycle_p1_r8,cycle,exponential,1,8,20261736,0.11063592652683883,0.22648400311789027,0.08500664130159367,0.03627279017356519,0.03627279017356519,111111111100,0.03627279017356519,0.1055748925448516,111111111100,0.1055748925448516,"[0.19043577661152788, 0.0]"
