method,mixer_topology,warm_start_mode,depth,restarts,seed,expected_selected_worst_error,expected_normalized_cost,expected_nominal_error,probability_best_one_coast,probability_pareto_frontier,top_schedule,top_schedule_probability,top_schedule_selected_worst_error,best_one_coast_schedule,best_one_coast_selected_worst_error,angles
uniform_match_path_p1_r8,path,uniform,1,8,20269636,0.11363478530500902,0.36068455250810105,0.08793718753668239,0.0014186099320840976,0.0014186099320840976,011110111111,0.03105459061823127,0.1211879729108648,111111111100,0.1055748925448516,"[0.0, 3.141592653589793]"
uniform_match_path_p2_r1,path,uniform,2,1,20269639,0.11355048324896279,0.3569119899858236,0.08786645514659708,0.0009447488867960036,0.0009447488867960036,111111101110,0.02793853722361218,0.1065405044052453,111111111100,0.1055748925448516,"[0.0, 0.0, 3.141592653589793, 1.9150173905393355]"
uniform_match_path_p2_r4,path,uniform,2,4,20269642,0.11355048324896279,0.3569119899858236,0.08786645514659708,0.0009447488867960036,0.0009447488867960036,111111101110,0.02793853722361218,0.1065405044052453,111111111100,0.1055748925448516,"[0.0, 0.0, 3.141592653589793, 1.9150173905393355]"
uniform_match_path_p2_r8,path,uniform,2,8,20269646,0.11355048324896279,0.3569119899858236,0.08786645514659708,0.0009447488867960036,0.0009447488867960036,111111101110,0.02793853722361218,0.1065405044052453,111111111100,0.1055748925448516,"[0.0, 0.0, 3.141592653589793, 1.9150173905393355]"
uniform_match_path_p3_r1,path,uniform,3,1,20269649,0.11355048335172159,0.35691199458433454,0.08786645540157084,0.0009447469321700703,0.0009447469321700703,011111101111,0.02792822502487572,0.1190006170152644,111111111100,0.1055748925448516,"[0.0, 0.0, 0.0, 2.904875950340635, 2.061071044466944, 0.09217200789470115]"
uniform_match_path_p3_r4,path,uniform,3,4,20269652,0.1135504832859065,0.3569119916390734,0.08786645527961419,0.0009447476802683564,0.0009447476802683564,011111101111,0.027932299317035857,0.1190006170152644,111111111100,0.1055748925448516,"[0.0, 0.0, 4.344860212819195, 3.141592653589793, 1.9159302457601701, 0.0]"
uniform_match_path_p3_r8,path,uniform,3,8,20269656,0.11345744863618336,0.35274864083507557,0.08775393718002965,0.0005545907565025119,0.0005545907565025119,111111101101,0.027215185850671106,0.1066015821090235,111111111100,0.1055748925448516,"[0.0, 0.0, 0.0, 3.141592653589793, 2.5787811402558307, 3.138568672215635]"
uniform_match_path_p4_r1,path,uniform,4,1,20269659,0.11355048324909581,0.3569119899917763,0.08786645514255569,0.0009447489375637526,0.0009447489375637526,011111101111,0.027938791438599304,0.1190006170152644,111111111100,0.1055748925448516,"[0.0, 0.0, 0.0, 0.0, 2.0348502175348058, 1.8863461666769146, 1.1353764529241896, 0.0]"
uniform_match_path_p4_r4,path,uniform,4,4,20269662,0.11355048324909581,0.3569119899917763,0.08786645514255569,0.0009447489375637526,0.0009447489375637526,011111101111,0.027938791438599304,0.1190006170152644,111111111100,0.1055748925448516,"[0.0, 0.0, 0.0, 0.0, 2.0348502175348058, 1.8863461666769146, 1.1353764529241896, 0.0]"
uniform_match_path_p4_r8,path,uniform,4,8,20269666,0.11345744866899378,0.35274864230335956,0.08775394623357059,0.0005546709677127757,0.0005546709677127757,111111101101,0.0272164702220814,0.1066015821090235,111111111100,0.1055748925448516,"[0.0, 0.0, 0.0, 0.0, 0.9474028530044158, 2.4231239890532335, 2.4608503139544196, 3.026839093268768]"
