seed,benchmark_label,target_mode,method,comparison_group,diagnostic_notes,schedule,refined_schedule,objective,nominal_error,worst_error,robust_degradation,active_fraction,smoothness,solver_true_evaluations,shared_qubo_training_evaluations,total_true_evaluations_including_training,true_evaluations,runtime_seconds,refinement_mode,refinement_success,refined_nominal_error,refined_worst_error,refined_selected_worst_error,refined_all_mask_worst_error,refinement_nfev,refinement_runtime_seconds,refined_nominal_fuel,refined_recovery_fuel_mean,refined_recovery_fuel_max,best_initial_guess,selected_outage_indices,selected_outage_errors,all_outage_errors,recovery_indices,refined_controls,refined_recovery_controls
37,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,all_windows_continuous,method_comparison,,11111111,11111111,0.9021344041111622,0.4119880771894354,0.4548141209827974,0.04282604379336197,1.0,0.0,30,0,30,30,14.027888900000107,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,14.027888900000107,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
41,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,random,method_comparison,,00000111,00000111,0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.14285714285714285,52,0,52,52,0.4406662999972468,branch_recovery,False,0.26627214643775043,0.30420269151650076,0.30420269151650076,0.30420269151650076,10,0.44654300000183866,0.037500000000000006,0.025,0.025,feedback,[5],[0.30420269151650076],"[0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.30420269151650076, 0.3023296884705589, 0.3012932329286055]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05286587230465637, -0.03716752580966738, -0.1892716951122261], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]]"
41,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,cross_entropy,method_comparison,,00001111,00001111,0.6298982980018856,0.2868800114074909,0.3250628622530207,0.0381828508455298,0.5,0.14285714285714285,56,0,56,56,0.47377399999822956,branch_recovery,False,0.224158750506407,0.2624541395819448,0.2624541395819448,0.2649787800950859,20,4.375556799997867,0.05,0.037500000000000006,0.037500000000000006,feedback,[5],[0.2624541395819448],"[0.224158750506407, 0.224158750506407, 0.224158750506407, 0.224158750506407, 0.2649787800950859, 0.2624541395819448, 0.2605862868571541, 0.25956980867385]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0650723159752433, -0.044619809593908794, -0.18377885157281135], [0.06326147332078517, -0.06022641423218804, -0.17991877340071127], [0.054434767826861775, -0.06924696356392977, -0.17955977859423708], [0.04479222314232828, -0.07651770086460506, -0.17927269228848738]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0650723159752433, -0.044619809593908794, -0.18377885157281135], [0.0, -0.0, -0.0], [0.059720938805063045, -0.0718303678877969, -0.17684402086965134], [0.04850416618353556, -0.07543673857965551, -0.17876421435875997]]]"
41,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,genetic,method_comparison,,00000111,00000111,0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.14285714285714285,52,0,52,52,0.44372759999896516,branch_recovery,False,0.26627214643775043,0.30420269151650076,0.30420269151650076,0.30420269151650076,10,0.5386867000015627,0.037500000000000006,0.025,0.025,feedback,[5],[0.30420269151650076],"[0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.30420269151650076, 0.3023296884705589, 0.3012932329286055]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05286587230465637, -0.03716752580966738, -0.1892716951122261], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]]"
41,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,true_sa,method_comparison,,00000111,00000111,0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.14285714285714285,52,0,52,52,0.42662840000048163,branch_recovery,False,0.26627214643775043,0.30420269151650076,0.30420269151650076,0.30420269151650076,10,0.5265338999997766,0.037500000000000006,0.025,0.025,feedback,[5],[0.30420269151650076],"[0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.30420269151650076, 0.3023296884705589, 0.3012932329286055]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05286587230465637, -0.03716752580966738, -0.1892716951122261], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]]"
41,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,surrogate_qubo_sa,method_comparison,,00000111,00000111,0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.14285714285714285,20,32,52,52,0.17024809999929857,branch_recovery,False,0.26627214643775043,0.30420269151650076,0.30420269151650076,0.30420269151650076,10,0.49438309999823105,0.037500000000000006,0.025,0.025,feedback,[5],[0.30420269151650076],"[0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.30420269151650076, 0.3023296884705589, 0.3012932329286055]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05286587230465637, -0.03716752580966738, -0.1892716951122261], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]]"
41,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,qaoa_statevector,method_comparison,,00001111,00001111,0.6298982980018856,0.2868800114074909,0.3250628622530207,0.0381828508455298,0.5,0.14285714285714285,20,32,52,52,0.15698420000262558,branch_recovery,False,0.224158750506407,0.2624541395819448,0.2624541395819448,0.2649787800950859,20,3.8443993000000773,0.05,0.037500000000000006,0.037500000000000006,feedback,[5],[0.2624541395819448],"[0.224158750506407, 0.224158750506407, 0.224158750506407, 0.224158750506407, 0.2649787800950859, 0.2624541395819448, 0.2605862868571541, 0.25956980867385]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0650723159752433, -0.044619809593908794, -0.18377885157281135], [0.06326147332078517, -0.06022641423218804, -0.17991877340071127], [0.054434767826861775, -0.06924696356392977, -0.17955977859423708], [0.04479222314232828, -0.07651770086460506, -0.17927269228848738]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0650723159752433, -0.044619809593908794, -0.18377885157281135], [0.0, -0.0, -0.0], [0.059720938805063045, -0.0718303678877969, -0.17684402086965134], [0.04850416618353556, -0.07543673857965551, -0.17876421435875997]]]"
41,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,all_windows_continuous,method_comparison,,11111111,11111111,0.9021344041111622,0.4119880771894354,0.4548141209827974,0.04282604379336197,1.0,0.0,30,0,30,30,13.477370200002042,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,13.477370200002042,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
53,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,random,method_comparison,,00000111,00000111,0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.14285714285714285,52,0,52,52,0.4847007999997004,branch_recovery,False,0.26627214643775043,0.30420269151650076,0.30420269151650076,0.30420269151650076,10,0.4884113000007346,0.037500000000000006,0.025,0.025,feedback,[5],[0.30420269151650076],"[0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.30420269151650076, 0.3023296884705589, 0.3012932329286055]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05286587230465637, -0.03716752580966738, -0.1892716951122261], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]]"
53,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,cross_entropy,method_comparison,,00000111,00000111,0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.14285714285714285,56,0,56,56,0.4292530999991868,branch_recovery,False,0.26627214643775043,0.30420269151650076,0.30420269151650076,0.30420269151650076,10,0.5153372999993735,0.037500000000000006,0.025,0.025,feedback,[5],[0.30420269151650076],"[0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.30420269151650076, 0.3023296884705589, 0.3012932329286055]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05286587230465637, -0.03716752580966738, -0.1892716951122261], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]]"
53,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,genetic,method_comparison,,00000111,00000111,0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.14285714285714285,52,0,52,52,0.39572079999925336,branch_recovery,False,0.26627214643775043,0.30420269151650076,0.30420269151650076,0.30420269151650076,10,0.5157102000011946,0.037500000000000006,0.025,0.025,feedback,[5],[0.30420269151650076],"[0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.30420269151650076, 0.3023296884705589, 0.3012932329286055]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05286587230465637, -0.03716752580966738, -0.1892716951122261], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]]"
53,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,true_sa,method_comparison,,00100111,00100111,0.6920276766815869,0.3141075849388183,0.35252600451161537,0.03841841957279707,0.5,0.42857142857142855,52,0,52,52,0.3846315999981016,branch_recovery,False,0.21715098663145527,0.25532115310971687,0.25532115310971687,0.26497947981527115,24,4.755208999999013,0.05000000000000001,0.037500000000000006,0.037500000000000006,feedback,[5],[0.25532115310971687],"[0.21715098663145527, 0.21715098663145527, 0.26497947981527115, 0.21715098663145527, 0.21715098663145527, 0.25532115310971687, 0.25353781169706685, 0.2525574694718069]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.08199124634062496, -0.03384285924806025, -0.17925427861400395], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0628821955077429, -0.05938337304759778, -0.18033148503136062], [0.053728721800929635, -0.06713866671344083, -0.18057027409177798], [0.04452434939186913, -0.07371952407577503, -0.18050765657243462]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.08199124634062495, -0.03384285924806024, -0.17925427861400392], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.0549171965480462, -0.06811843464015732, -0.1798443226389921], [0.046827377919779985, -0.07510603250772663, -0.17934960428756577]]]"
53,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,surrogate_qubo_sa,method_comparison,,00000111,00000111,0.5811397598732632,0.266045176427718,0.304075103404646,0.038029926976927975,0.375,0.14285714285714285,20,32,52,52,0.23686539999835077,branch_recovery,False,0.26627214643775043,0.30420269151650076,0.30420269151650076,0.30420269151650076,10,0.5053953999995429,0.037500000000000006,0.025,0.025,feedback,[5],[0.30420269151650076],"[0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.26627214643775043, 0.30420269151650076, 0.3023296884705589, 0.3012932329286055]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05286587230465637, -0.03716752580966738, -0.1892716951122261], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.05080852652561411, -0.04377162039635332, -0.18842117418213253], [0.04842568071073534, -0.050510185411391906, -0.18735974652365628]]]"
53,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,qaoa_statevector,method_comparison,,00001111,00001111,0.6298982980018856,0.2868800114074909,0.3250628622530207,0.0381828508455298,0.5,0.14285714285714285,20,32,52,52,0.20035049999933108,branch_recovery,False,0.224158750506407,0.2624541395819448,0.2624541395819448,0.2649787800950859,20,4.264455699998507,0.05,0.037500000000000006,0.037500000000000006,feedback,[5],[0.2624541395819448],"[0.224158750506407, 0.224158750506407, 0.224158750506407, 0.224158750506407, 0.2649787800950859, 0.2624541395819448, 0.2605862868571541, 0.25956980867385]","[[6, 7]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0650723159752433, -0.044619809593908794, -0.18377885157281135], [0.06326147332078517, -0.06022641423218804, -0.17991877340071127], [0.054434767826861775, -0.06924696356392977, -0.17955977859423708], [0.04479222314232828, -0.07651770086460506, -0.17927269228848738]]","[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0650723159752433, -0.044619809593908794, -0.18377885157281135], [0.0, -0.0, -0.0], [0.059720938805063045, -0.0718303678877969, -0.17684402086965134], [0.04850416618353556, -0.07543673857965551, -0.17876421435875997]]]"
53,q1_catalog_halo_phase_shift,catalog_halo_phase_shift,all_windows_continuous,method_comparison,,11111111,11111111,0.9021344041111622,0.4119880771894354,0.4548141209827974,0.04282604379336197,1.0,0.0,30,0,30,30,14.347580099998595,branch_recovery,True,0.0418275527071866,0.07496831376244088,0.07496831376244088,0.08868926208761733,30,14.347580099998595,0.1,0.08750000000000001,0.08750000000000001,feedback,[4],[0.07496831376244088],"[0.08868926208761733, 0.08430499536122757, 0.08058143621544105, 0.07756754880639806, 0.07496831376244088, 0.07289565804245889, 0.07157870061169429, 0.0708931667201999]","[[5, 6, 7]]","[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.05723967088882256, -0.037264107717021655, -0.18797607920316214], [0.04329781546781484, -0.03606931380918383, -0.19189659657495148], [0.03370381035928162, -0.040242290486811286, -0.19298862977813142], [0.025525474896887466, -0.04530253250435699, -0.19312206160866252]]","[[[0.10645412521093238, -0.02730740764003927, -0.16709824868488557], [0.1015677586394049, -0.03819495464560291, -0.16800338045583468], [0.09759040373263306, -0.05002849315909842, -0.1672520940721871], [0.09123360837933725, -0.05825150490223858, -0.16817607106455484], [0.0, -0.0, -0.0], [0.04387717260594013, -0.035385932145069396, -0.19189223415848045], [0.037331009542371264, -0.03895223260569546, -0.19258535588558956], [0.030804624744718442, -0.04296678584976816, -0.19288579628390798]]]"
