method,state_index,state_label,coast_windows,schedule,probability,refined_selected_worst_error,refined_nominal_error,is_best_state,is_best_one_coast,is_pareto_frontier
structured_inverse_path_p4_r8,7,7,7,111111101111,0.003133027182064585,0.0852143098547604,0.0605770719694452,False,False,False
structured_inverse_path_p4_r8,8,8,8,111111110111,0.04678027645845237,0.0846623615241569,0.0600776590648171,False,False,False
structured_inverse_path_p4_r8,9,9,9,111111111011,0.0809700501193153,0.0848356908620562,0.0603003605462355,False,False,True
structured_inverse_path_p4_r8,10,10,10,111111111101,0.0382785143810749,0.0840670141736464,0.0595664825472062,False,False,True
structured_inverse_path_p4_r8,11,11,11,111111111110,0.4159632417251668,0.0832614239111052,0.0587801873504588,True,True,True
structured_exponential_path_p1_r1,0,0,0,011111111111,0.008966772632856631,0.0940745290922824,0.0690121126015381,False,False,False
structured_exponential_path_p1_r1,1,1,1,101111111111,0.013632187372812769,0.0925646306997911,0.0674629379621564,False,False,False
structured_exponential_path_p1_r1,2,2,2,110111111111,0.015052957998343643,0.0922072907281229,0.0669946905744458,False,False,False
structured_exponential_path_p1_r1,3,3,3,111011111111,0.03481364147672166,0.0891852628715516,0.0642622153311685,False,False,False
structured_exponential_path_p1_r1,4,4,4,111101111111,0.04643918548521781,0.0881467206672208,0.0632678740837427,False,False,False
structured_exponential_path_p1_r1,5,5,5,111110111111,0.053593585484267035,0.0876302659683052,0.062754548122028,False,False,False
structured_exponential_path_p1_r1,6,6,6,111111011111,0.16013552016570787,0.0836849565091918,0.0600522997884915,False,False,False
structured_exponential_path_p1_r1,7,7,7,111111101111,0.10476449794351045,0.0852143098547604,0.0605770719694452,False,False,False
structured_exponential_path_p1_r1,8,8,8,111111110111,0.12210094453287015,0.0846623615241569,0.0600776590648171,False,False,False
structured_exponential_path_p1_r1,9,9,9,111111111011,0.11636821504424914,0.0848356908620562,0.0603003605462355,False,False,True
structured_exponential_path_p1_r1,10,10,10,111111111101,0.1440300490643732,0.0840670141736464,0.0595664825472062,False,False,True
structured_exponential_path_p1_r1,11,11,11,111111111110,0.18010244279906965,0.0832614239111052,0.0587801873504588,True,True,True
structured_exponential_path_p1_r4,0,0,0,011111111111,0.008966772632856631,0.0940745290922824,0.0690121126015381,False,False,False
structured_exponential_path_p1_r4,1,1,1,101111111111,0.013632187372812755,0.0925646306997911,0.0674629379621564,False,False,False
structured_exponential_path_p1_r4,2,2,2,110111111111,0.015052957998343568,0.0922072907281229,0.0669946905744458,False,False,False
structured_exponential_path_p1_r4,3,3,3,111011111111,0.03481364147672168,0.0891852628715516,0.0642622153311685,False,False,False
structured_exponential_path_p1_r4,4,4,4,111101111111,0.04643918548521782,0.0881467206672208,0.0632678740837427,False,False,False
structured_exponential_path_p1_r4,5,5,5,111110111111,0.05359358548426705,0.0876302659683052,0.062754548122028,False,False,False
