suite_case_id,purpose,target_mode,target_generation,transfer_time,amax,segments,substeps_per_segment,outage_lengths,outage_count,selected_outage_policy,selected_outages,selected_outage_count,tail_coast_segments,optimized_nominal_segments,nominal_max_nfev,tail_nominal_max_nfev,branch_max_nfev,node_initialization,node_initialization_blend,terminal_weight,control_weight,smooth_weight,continuity_weight,xtol,ftol,gtol,settings_fingerprint,config_hash,source_states_id,mode,method_type,nominal_seed_error,nominal_tail_coast_error,nominal_error,nominal_baseline_error,nominal_lock_error_delta,nominal_tail_zero_max_abs,nominal_tail_control_norm_max,selected_recovery_worst_error,selected_worst_error,all_outage_worst_error,all_mask_worst_error,nominal_dt,branch_total_duration,branch_control_count,original_target_state,nominal_threshold,selected_recovery_threshold,selected_worst_threshold,meets_nominal_threshold,meets_selected_recovery_threshold,meets_selected_worst_threshold,meets_thresholds,backend_success,optimizer_success,optimizer_success_semantics,nominal_optimizer_success,nominal_seed_optimizer_success,nominal_tail_optimizer_success,nominal_backend_success,branch_optimizer_success,branch_optimizer_all_success,branch_optimizer_ran,branch_portfolio_enabled,branch_portfolio_variant_count,branch_portfolio_variant_labels,branch_portfolio_all_success,branch_portfolio_all_success_semantics,portfolio_acceptance_rule,branch_portfolio_converged_threshold_feasible_candidate_counts,branch_portfolio_candidate_counts,branch_portfolio_candidate_optimizer_success_counts,branch_portfolio_candidate_all_optimizer_success,branch_portfolio_candidate_all_optimizer_success_by_branch,branch_weight_variants,branch_fallback_initialization_enabled,branch_fallback_initialization_configured_count,branch_fallback_initialization_labels,branch_initialization_fallbacks,branch_fallback_initialization_evaluated_counts,branch_fallback_initialization_candidate_counts,branch_fallback_initialization_any_evaluated,branch_fallback_initialization_any_accepted,branch_fallback_initialization_evaluated_branch_count,branch_fallback_initialization_accepted_branch_count,nominal_fuel,recovery_fuel_mean,recovery_fuel_max,control_max_norm,control_bound_violation,nominal_seed_nfev,nominal_tail_nfev,nominal_nfev,total_branch_nfev,nfev,nominal_seed_runtime_seconds,nominal_tail_runtime_seconds,nominal_runtime_seconds,total_branch_runtime_seconds,runtime_seconds,cost,optimality,nominal_cost,nominal_optimality,selected_outage_indices,selected_outage_errors,all_outage_errors,nominal_masked_outage_errors,branch_nfev,branch_runtime_seconds,branch_optimizer_success_by_branch,branch_optimizer_ran_by_branch,branch_accepted_weight_variant_labels,branch_accepted_weight_variant_indices,branch_accepted_weights,branch_accepted_initialization_labels,branch_accepted_initialization_indices,branch_accepted_initialization_is_fallback,branch_accepted_initialization_kinds,branch_accepted_variant_nfev,branch_accepted_variant_runtime_seconds,branch_recovery_starts,branch_recovery_segments,branch_control_counts,branch_controls_remove_zero_nominal,branch_results,nominal_accepted_candidate,backend_semantics,selection_semantics,selected_branch_semantics,all_mask_diagnostic_semantics,control_bound_semantics,nominal_lock_semantics,fixed_final_time_semantics,worst_error_semantics,message,nominal_message,nominal_seed_message
tail_coast_nominal_only_t5,Hard catalog-DRO fixed-final-time mixed-regularized tail-coast locked nominal provenance with the final five nominal control segments fixed exactly to zero; no branch optimizer is run.,catalog_dro_phase,ballistic propagation of target_dro_seed for transfer_time,4.0,1.0,14,7,[1],14,0,0,0,5,9,140,220,0,linear,0.5,4.0,0.01,0.01,0.0,0.0001,0.0001,0.0001,889192c34514d2c79ef09b82c01b684cee7032fe3fe7932554fe0b53271c14c9,c41fb377916667de22cd6ee7341d5bd075b0b2d88cdb90b02391b234716d8b74,//nas/Projects/Papers/quantum-low-thrust/data/source_states.json|sha256=24f3e8900a33e87ed60f28cb61da10346e71f481288202350db5617c6e3d15cf,fixed_final_time_tail_coast_locked_nominal_independent_branch_recovery,fixed_final_time_tail_coast_locked_nominal_independent_branch_recovery,0.013133232183359739,0.02299233817855882,0.02299233817855882,0.013133232183359739,0.0,0.0,0.0,0.02299233817855882,0.02299233817855882,27.835075017369785,27.835075017369785,0.2857142857142857,4.0,14,"[1.189539279349344, -0.26858144973580916, 0.0, -0.06633294887425278, -0.3152469277967268, 0.0]",0.09,0.17,0.17,True,True,True,True,True,False,optimizer_success is seed nominal optimizer success AND tail-coast nominal optimizer success AND branch_optimizer_all_success. branch_optimizer_all_success requires at least one selected branch and optimizer_success=True for every selected branch's accepted portfolio-selected result; threshold-feasible no-recovery-variable branches support backend/meets_thresholds but do not count as optimizer convergence,True,True,True,True,False,False,False,False,1,"[""configured""]",False,"branch_portfolio_all_success is retained for CSV compatibility and means every selected branch's accepted portfolio-selected result has optimizer_success=True; it does not mean every evaluated portfolio candidate, weight variant, or fallback initialization converged",no selected branch portfolio candidates were evaluated,[],[],[],False,[],"[{""label"": ""configured"", ""index"": 0, ""weights"": {""terminal"": 4.0, ""control"": 0.01, ""smooth"": 0.01, ""continuity"": 0.0}}]",False,0,[],[],[],[],False,False,0,0,2.0956920058753323,2.0956920058753323,2.0956920058753323,1.0,0.0,71,216,287,0,287,34.833377600007225,123.5585671000008,158.39194470000803,0.0,158.4523695000098,0.004389105712706494,0.006018717643108558,0.004389105712706494,0.006018717643108558,[],[],"[8.30076673661104, 7.296747784910258, 5.1718650430947335, 1.7357214562276337, 1.662445744024844, 1.340515645542781, 2.2478438556061455, 27.835075017369785, 2.911160431968082, 0.02299233817855882, 0.02299233817855882, 0.02299233817855882, 0.02299233817855882, 0.02299233817855882]","[8.30076673661104, 7.296747784910258, 5.1718650430947335, 1.7357214562276337, 1.662445744024844, 1.340515645542781, 2.2478438556061455, 27.835075017369785, 2.911160431968082, 0.02299233817855882, 0.02299233817855882, 0.02299233817855882, 0.02299233817855882, 0.02299233817855882]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],optimizer,"Fixed-final-time tail-coast locked-nominal continuous baseline: a nominal all-windows trajectory is solved first, then refined with the final tail_coast_segments nominal controls fixed exactly to zero. Each selected branch keeps the original target and original transfer time. If branch initialization fallbacks are configured, the nominal post-outage initialization is evaluated first across the branch weight portfolio and fallbacks are evaluated only when that nominal-start portfolio has no optimizer-converged threshold-feasible candidate. The row-level portfolio_acceptance_rule summarizes whether any selected branch evaluated or accepted fallback initializations; per-branch branch_results keep the branch-specific acceptance rules.",selected_outages=0; no fixed-final-time branch optimizer is run,"For selected masks, controls before outage_end(mask) are locked tail-coast nominal controls with missed segment(s) zeroed. Controls from outage_end(mask) through the original final time are optimization variables.",all_outage_errors evaluates every configured outage mask at the original fixed final time. Selected masks use optimized branches; unselected masks use masked locked tail-coast nominal controls.,"Every nominal and recovery acceleration vector is projected to the Euclidean ball ||u_i|| <= amax before propagation, residual evaluation, fuel computation, and reporting. The nominal tail controls are then reported as exact zeros.",Branch optimization never changes nominal_controls. nominal_tail_coast_error is measured at the original transfer time against the original target after enforcing the exact-zero nominal tail coast.,No delayed target state or added recovery horizon is used; branch_total_duration equals cfg.tf for every row.,selected_worst_error is the worst original-target terminal error at the fixed final time among selected independently optimized tail-coast locked-nominal branches,fixed-final-time tail-coast locked nominal branch recovery complete,`xtol` termination condition is satisfied.,`ftol` termination condition is satisfied.
