method,analysis_stage,oracle,iterations,initial_state,states_in_support,feasible_support_probability,expected_selected_worst_error,initial_expected_selected_worst_error,expected_nominal_error,probability_best_state,initial_probability_best_state,probability_good_set,probability_pareto_frontier,top_schedule,top_schedule_probability,top_schedule_selected_worst_error,best_schedule,best_selected_worst_error,top3_schedules,predeclared_protocol_name,predeclared_good_rule,predeclared_iteration_rule,predeclared_iteration_cap,initial_good_probability_predeclared,predicted_good_probability_predeclared
grover_uniform_top_2_r1,exploratory_sweep,top_2,1,uniform,12,1.0,0.08391630293552266,0.0874612047385159,0.05978766502417914,0.4537037037037036,0.08333333333333333,0.9074074074074072,0.47222222222222215,111111011111,0.4537037037037036,0.0836849565091918,111111111110,0.0832614239111052,111111011111:0.454; 111111111110:0.454; 011111111111:0.009,,,,,,
grover_uniform_thresholdle0p0846623615242_r11,exploratory_sweep,threshold<=0.0846623615242,11,uniform,12,1.0,0.08392083005343652,0.0874612047385159,0.05962083339942607,0.24991102568869705,0.08333333333333333,0.9996441027547882,0.4998665385330455,111111011111,0.24991102568869705,0.0836849565091918,111111111110,0.0832614239111052,111111011111:0.250; 111111110111:0.250; 111111111101:0.250,,,,,,
grover_warm_top_3_r5,exploratory_sweep,top_3,5,inverse,12,1.0,0.08393175312757276,0.0842841487476258,0.05957057949281711,0.549543088984686,0.47742489298267526,0.851602356625285,0.6987394502269062,111111111110,0.549543088984686,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.550; 111111011111:0.186; 111111111101:0.116,,,,,,
grover_warm_thresholdle0p0832614239111_r3,exploratory_sweep,threshold<=0.0832614239111,3,inverse,12,1.0,0.08393572033939067,0.0842841487476258,0.05950266041472799,0.655459107288848,0.47742489298267526,0.655459107288848,0.7600953729281998,111111111110,0.655459107288848,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.655; 111111011111:0.106; 111111111101:0.067,,,,,,
grover_warm_top_1_r3,exploratory_sweep,top_1,3,inverse,12,1.0,0.08393572033939067,0.0842841487476258,0.05950266041472799,0.655459107288848,0.47742489298267526,0.655459107288848,0.7600953729281998,111111111110,0.655459107288848,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.655; 111111011111:0.106; 111111111101:0.067,,,,,,
grover_warm_top_5_r4,exploratory_sweep,top_5,4,inverse,12,1.0,0.08402759694428759,0.0842841487476258,0.05964845400480961,0.5082477905446348,0.47742489298267526,0.9169617027369352,0.6771987316195685,111111111110,0.5082477905446348,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.508; 111111011111:0.172; 111111111101:0.108,,,,,,
grover_uniform_thresholdle0p0846623615242_r6,exploratory_sweep,threshold<=0.0846623615242,6,uniform,12,1.0,0.08403332392235793,0.0874612047385159,0.05972054844595357,0.24461809181702826,0.08333333333333333,0.978472367268113,0.49192713772554236,111111011111,0.24461809181702826,0.0836849565091918,111111111110,0.0832614239111052,111111011111:0.245; 111111110111:0.245; 111111111101:0.245,,,,,,
grover_warm_thresholdle0p0876302659683_r11,exploratory_sweep,threshold<=0.0876302659683,11,inverse,12,1.0,0.08406505608754439,0.0842841487476258,0.05967766306444941,0.49404378540778854,0.47742489298267526,0.9638932719575697,0.6582730531581187,111111111110,0.49404378540778854,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.494; 111111011111:0.167; 111111111101:0.105,,,,,,
grover_warm_top_3_r2,exploratory_sweep,top_3,2,inverse,12,1.0,0.08409876428089191,0.0842841487476258,0.05971531967236833,0.5153640515500594,0.47742489298267526,0.7986366303520482,0.6690667747837715,111111111110,0.5153640515500594,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.515; 111111011111:0.174; 111111111101:0.109,,,,,,
grover_warm_thresholdle0p0832614239111_r1,exploratory_sweep,threshold<=0.0832614239111,1,inverse,12,1.0,0.08410778323598456,0.0842841487476258,0.05968701673478934,0.5675412398523251,0.47742489298267526,0.5675412398523251,0.6988779568057266,111111111110,0.5675412398523251,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.568; 111111011111:0.134; 111111111101:0.084,,,,,,
grover_warm_top_1_r1,exploratory_sweep,top_1,1,inverse,12,1.0,0.08410778323598456,0.0842841487476258,0.05968701673478934,0.5675412398523251,0.47742489298267526,0.5675412398523251,0.6988779568057266,111111111110,0.5675412398523251,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.568; 111111011111:0.134; 111111111101:0.084,,,,,,
grover_warm_top_8_r7,exploratory_sweep,top_8,7,inverse,12,1.0,0.08416437816660058,0.0842841487476258,0.059766851207520705,0.4852439676274487,0.47742489298267526,0.9672947406807553,0.6465480136199366,111111111110,0.4852439676274487,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.485; 111111011111:0.164; 111111111101:0.103,,,,,,
grover_warm_thresholdle0p0876302659683_r5,exploratory_sweep,threshold<=0.0876302659683,5,inverse,12,1.0,0.08416637056869196,0.0842841487476258,0.05976937170255252,0.4863587517664441,0.47742489298267526,0.9488995559339073,0.64803337257083,111111111110,0.4863587517664441,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.486; 111111011111:0.164; 111111111101:0.103,,,,,,
grover_uniform_top_5_r5,exploratory_sweep,top_5,5,uniform,12,1.0,0.08420746703609726,0.0874612047385159,0.059849450733251396,0.19634681930825812,0.08333333333333333,0.9817340965412906,0.5890404579247743,111111011111,0.19634681930825812,0.0836849565091918,111111111110,0.0832614239111052,111111011111:0.196; 111111110111:0.196; 111111111011:0.196,,,,,,
grover_uniform_thresholdle0p0832614239111_r3,exploratory_sweep,threshold<=0.0832614239111,3,uniform,12,1.0,0.08423503565298779,0.0874612047385159,0.05970258177243211,0.7874942844078646,0.08333333333333333,0.7874942844078646,0.8261316872427983,111111111110,0.7874942844078646,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.787; 011111111111:0.019; 101111111111:0.019,,,,,,
grover_uniform_top_1_r3,exploratory_sweep,top_1,3,uniform,12,1.0,0.08423503565298779,0.0874612047385159,0.05970258177243211,0.7874942844078646,0.08333333333333333,0.7874942844078646,0.8261316872427983,111111111110,0.7874942844078646,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.787; 011111111111:0.019; 101111111111:0.019,,,,,,
grover_warm_thresholdle0p0832614239111_r0,exploratory_sweep,threshold<=0.0832614239111,0,inverse,12,1.0,0.0842841487476258,0.0842841487476258,0.059875983079977976,0.47742489298267526,0.47742489298267526,0.47742489298267526,0.6361297343270642,111111111110,0.47742489298267526,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.477; 111111011111:0.161; 111111111101:0.101,,,,,,
grover_warm_thresholdle0p0836849565092_r0,exploratory_sweep,threshold<=0.0836849565092,0,inverse,12,1.0,0.0842841487476258,0.0842841487476258,0.059875983079977976,0.47742489298267526,0.47742489298267526,0.6388030841472769,0.6361297343270642,111111111110,0.47742489298267526,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.477; 111111011111:0.161; 111111111101:0.101,,,,,,
grover_warm_thresholdle0p0846623615242_r0,exploratory_sweep,threshold<=0.0846623615242,0,inverse,12,1.0,0.0842841487476258,0.0842841487476258,0.059875983079977976,0.47742489298267526,0.47742489298267526,0.8036882678222514,0.6361297343270642,111111111110,0.47742489298267526,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.477; 111111011111:0.161; 111111111101:0.101,,,,,,
grover_warm_thresholdle0p0876302659683_r0,exploratory_sweep,threshold<=0.0876302659683,0,inverse,12,1.0,0.0842841487476258,0.0842841487476258,0.059875983079977976,0.47742489298267526,0.47742489298267526,0.9314693470563966,0.6361297343270642,111111111110,0.47742489298267526,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.477; 111111011111:0.161; 111111111101:0.101,,,,,,
grover_warm_top_1_r0,exploratory_sweep,top_1,0,inverse,12,1.0,0.0842841487476258,0.0842841487476258,0.059875983079977976,0.47742489298267526,0.47742489298267526,0.47742489298267526,0.6361297343270642,111111111110,0.47742489298267526,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.477; 111111011111:0.161; 111111111101:0.101,,,,,,
grover_warm_top_2_r0,exploratory_sweep,top_2,0,inverse,12,1.0,0.0842841487476258,0.0842841487476258,0.059875983079977976,0.47742489298267526,0.47742489298267526,0.6388030841472769,0.6361297343270642,111111111110,0.47742489298267526,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.477; 111111011111:0.161; 111111111101:0.101,,,,,,
grover_warm_top_3_r0,exploratory_sweep,top_3,0,inverse,12,1.0,0.0842841487476258,0.0842841487476258,0.059875983079977976,0.47742489298267526,0.47742489298267526,0.7398440124627803,0.6361297343270642,111111111110,0.47742489298267526,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.477; 111111011111:0.161; 111111111101:0.101,,,,,,
grover_warm_top_5_r0,exploratory_sweep,top_5,0,inverse,12,1.0,0.0842841487476258,0.0842841487476258,0.059875983079977976,0.47742489298267526,0.47742489298267526,0.8613521808511371,0.6361297343270642,111111111110,0.47742489298267526,0.0832614239111052,111111111110,0.0832614239111052,111111111110:0.477; 111111011111:0.161; 111111111101:0.101,,,,,,
