schedule,feedback_objective,feedback_nominal_error,feedback_worst_error,feedback_robust_degradation,active_fraction,smoothness
00001111111111111111,0.7161842998797451,0.33856023175398653,0.35551923745182595,0.016959005697839424,0.8,0.05263157894736842
00010111111111111111,0.7219384106699148,0.3393786635387003,0.3563587304312968,0.016980066892596513,0.8,0.15789473684210525
00011011111111111111,0.7234092591482565,0.34016156631853106,0.3571576891651666,0.016996122846635542,0.8,0.15789473684210525
00011101111111111111,0.7248071783031024,0.34090740398548697,0.35791646931139215,0.01700906532590518,0.8,0.15789473684210525
00011110111111111111,0.7261317336587515,0.34161541940361706,0.358635003895314,0.017019584491696937,0.8,0.15789473684210525
00011111011111111111,0.727381603286772,0.3422854006638078,0.3593124167959818,0.017027016132174,0.8,0.15789473684210525
00011111101111111111,0.7285726620573673,0.34295279740993767,0.3599486526780081,0.016995855268070403,0.8,0.15789473684210525
00011111110111111111,0.7761428466460635,0.36895619354780723,0.3855691214827614,0.01661292793495417,0.8,0.15789473684210525
00011111111011111111,0.7758941583141482,0.3684035528102178,0.3855691214827614,0.017165568672543596,0.8,0.15789473684210525
00011111111101111111,0.7749476149124565,0.3678981276213166,0.38505547714941407,0.0171573495280975,0.8,0.15789473684210525
00011111111110111111,0.7740935431663171,0.3674423755220959,0.38459191764834977,0.01714954212625386,0.8,0.15789473684210525
00011111111111011111,0.7733358764644559,0.3670383834207718,0.3841805817510175,0.017142198330245717,0.8,0.15789473684210525
00011111111111101111,0.7726796306034677,0.36668876232620207,0.3838242129164232,0.017135450590221146,0.8,0.15789473684210525
00011111111111110111,0.7721311515115642,0.366396808459201,0.3835262844508855,0.017129475991684517,0.8,0.15789473684210525
00011111111111111011,0.7716984550355795,0.36616668290926996,0.38329118446623145,0.01712450155696149,0.8,0.15789473684210525
00011111111111111101,0.7713916966265538,0.3660036523957062,0.3831244739820014,0.017120821586295187,0.8,0.15789473684210525
00011111111111111110,0.769118564907848,0.36591442270180474,0.3830332488401761,0.017118826138371346,0.8,0.10526315789473684
00100111111111111111,0.7235685000885569,0.34024539026664147,0.3572444892820601,0.01699909901541863,0.8,0.15789473684210525
00101011111111111111,0.729255239456738,0.3410326936676312,0.35804586536916455,0.017013171701533325,0.8,0.2631578947368421
00101101111111111111,0.7306579151327237,0.3417819103747303,0.35880695691044384,0.017025046535713517,0.8,0.2631578947368421
