group,k_active,active_fraction,schedule,coast_windows_zero_based,fuel_residual_weight,max_nfev,true_objective,feedback_nominal_error,feedback_worst_error,refinement_success,all_mask_success,refined_nominal_error,refined_selected_worst_error,refined_all_mask_worst_error,refined_nominal_fuel,refined_recovery_fuel_mean,refined_recovery_fuel_max,refinement_nfev,refinement_runtime_seconds,best_initial_guess,selected_outage_indices,selected_outage_errors,all_outage_errors,one_coast_pareto_frontier
k10_full,10,0.8333333333333334,001111111111,"0,1",0.018,35,0.8463600307200632,0.3530983429532351,0.3813067233962456,False,False,0.1017331766442661,0.1279209916614097,0.1340747437657945,0.0833333333333333,0.0749999999999999,0.0749999999999999,23,20.187850499998603,feedback,[6],[0.12792099166140974],"[0.1017331766442661, 0.1017331766442661, 0.1340747437657945, 0.1322393902915875, 0.13060339817642921, 0.12916178627323727, 0.12792099166140974, 0.12685130296416844, 0.12598131953367764, 0.12530686511949932, 0.12483396337272575, 0.12456980238943317]",False
k10_full,10,0.8333333333333334,010111111111,"0,2",0.018,35,0.8582021479171141,0.3555318930837559,0.3837883608002381,False,False,0.0997995881226162,0.125930703429425,0.1340790414123453,0.0833333333333333,0.0749999999999999,0.0749999999999999,17,15.451449800002592,feedback,[6],[0.12593070342942508],"[0.09979958812261627, 0.1340790414123453, 0.09979958812261627, 0.1302289333477776, 0.12860487224395095, 0.1271740183331195, 0.12593070342942508, 0.12488094732518978, 0.12401853278033323, 0.12334934104132239, 0.12287984426786985, 0.1226196913941696]",False
k10_full,10,0.8333333333333334,011011111111,"0,3",0.018,35,0.8624310652505283,0.3577836072554505,0.3860852507689177,False,False,0.0980705717582038,0.124155555806852,0.1322442571288925,0.0833333333333333,0.0749999999999999,0.0749999999999999,21,16.861242299997684,feedback,[6],[0.12415555580685209],"[0.09807057175820384, 0.13224425712889257, 0.13022999637535285, 0.09807057175820384, 0.12680876453539694, 0.1253885059546195, 0.12415555580685209, 0.12311360033478577, 0.12225875478669554, 0.12159573233098175, 0.12113055663468786, 0.12087282079818654]",False
k10_full,10,0.8333333333333334,011101111111,"0,4",0.018,35,0.8663190679054784,0.3598527923362233,0.3881973003179195,False,False,0.0965390115391322,0.1225837878904666,0.1306165234481917,0.0833333333333333,0.0749999999999999,0.0749999999999999,21,16.10045750000063,feedback,[6],[0.1225837878904666],"[0.09653901153913229, 0.1306165234481917, 0.1286189656116816, 0.12682145112915433, 0.09653901153913229, 0.12380950812226416, 0.1225837878904666, 0.12155025903159339, 0.12070111794783624, 0.12004268128101193, 0.11958184495240841, 0.1193270398976397]",False
k10_full,10,0.8333333333333334,011110111111,"0,5",0.018,35,0.8698835533379478,0.3617626907716733,0.3901294654154315,False,False,0.0951860134202738,0.1211879729108648,0.1291728667461138,0.0833333333333333,0.0749999999999999,0.0749999999999999,16,15.219196599999124,feedback,[6],[0.12118797291086487],"[0.0951860134202738, 0.1291728667461138, 0.12718161241169304, 0.12539441092350836, 0.12380356145041177, 0.0951860134202738, 0.12118797291086487, 0.12016250848515612, 0.11932112122875312, 0.11866904460070221, 0.11821209725294254, 0.11795956439202017]",False
k10_full,10,0.8333333333333334,011111011111,"0,6",0.018,35,0.9492963774382832,0.4056281761313686,0.4327532909071976,False,False,0.0940369402848986,0.1190017788295605,0.1279307863466003,0.0833333333333333,0.0749999999999999,0.0749999999999999,22,18.14577600000121,feedback,[7],[0.1190017788295605],"[0.09403694028489867, 0.12793078634660032, 0.12595058833217299, 0.12417527099358536, 0.12259458579061411, 0.12119901235975787, 0.09403694028489867, 0.1190017788295605, 0.11814918294778261, 0.11750006695294886, 0.11704825808000173, 0.11679850291891734]",False
k10_full,10,0.8333333333333334,011111101111,"0,7",0.018,35,0.9486069724370976,0.4040961650176231,0.4327532909071976,False,False,0.0930474381590215,0.1190006170152644,0.1268676614253534,0.0833333310046648,0.0749999976713315,0.0749999976713315,21,15.996820399999706,feedback,[6],[0.11900061701526445],"[0.0930474381590215, 0.12686766142535347, 0.12489589484495334, 0.12312795657482745, 0.12155522579386473, 0.12016966481561303, 0.11900061701526445, 0.0930474381590215, 0.11713862415788319, 0.11649604257988787, 0.1160479171304366, 0.11580043121782548]",False
k10_full,10,0.8333333333333334,011111110111,"0,8",0.018,35,0.9461690996502397,0.4028068127512053,0.4314263878593618,False,False,0.0922608487170639,0.1181777645782417,0.1260218877944433,0.0833333333333333,0.0749998221933149,0.0749998221933149,30,24.17860329999894,feedback,[6],[0.11817776457824172],"[0.09226084871706394, 0.12602188779444337, 0.1240552624290075, 0.12229184359754583, 0.1207242895865125, 0.11934715478488793, 0.11817776457824172, 0.11714913505366015, 0.09226084871706394, 0.11568480620788725, 0.115239874066369, 0.11499469016035249]",False
k10_full,10,0.8333333333333334,011111111011,"0,9",0.018,35,0.9442223764581228,0.4017793357325804,0.4303661317638364,False,False,0.091618457987335,0.1174974634376517,0.1253282617113489,0.0833333333333333,0.075,0.075,28,23.55277759999808,feedback,[6],[0.11749746343765177],"[0.091618457987335, 0.1253282617113489, 0.12336802022659538, 0.12161082542712752, 0.12004930689216986, 0.1186778054891392, 0.11749746343765177, 0.11649105358301824, 0.1156722090766622, 0.091618457987335, 0.11459896280439508, 0.11435644843285848]",False
k10_full,10,0.8333333333333334,011111111101,"0,10",0.018,35,0.9428209757356356,0.4010413800229576,0.4296023312972958,False,False,0.0911782310185686,0.1170352332527989,0.1248495006755375,0.0833333333333333,0.075,0.075,29,27.385779600001115,feedback,[6],[0.11703523325279891],"[0.09117823101856867, 0.12484950067553752, 0.12289397915289067, 0.12114134830037583, 0.11958423911452806, 0.11821700041095816, 0.11703523325279891, 0.11603841305176059, 0.11522452572270737, 0.11459663406022856, 0.09117823101856867, 0.11391825618677837]",False
