case_id,case_order,case_group,group_purpose,target_mode,target_generation,phase_time,transfer_time,amax,segments,outage_lengths,selected_outages,outage_count,selected_all_outages,warm_start_from_case_id,warm_start_from_phase_time,warm_start_kind,warm_start_source_settings_fingerprint,warm_start_source_control_hash,max_nfev,min_recovery_segments,node_initialization,node_initialization_blend,initial_weight,defect_weight,terminal_weight,branch_terminal_weight,branch_start_weight,control_weight,smooth_weight,solver_mode,nominal_error,selected_worst_error,all_mask_worst_error,thresholds,nominal_threshold,selected_worst_threshold,meets_nominal_threshold,meets_selected_worst_threshold,meets_thresholds,optimizer_success,multiple_shooting_success,accepted_candidate,nfev,runtime_seconds,control_max_norm,control_bound_violation,nominal_fuel,selected_outage_indices,selected_outage_errors,all_outage_errors,nominal_control_path,nominal_control_hash,settings_fingerprint,config_hash,source_states_id,message
all_single_p03_headroom_cold,0,all_single_headroom,all one-segment outage continuation headroom at N=8,catalog_halo_phase_shift,non-teacher catalog_halo_phase_shift target from the JPL initial_nrho_like_l2_southern_halo source state propagated ballistically in normalized CR3BP for the configured phase_time,0.3,0.5,0.3,8,[1],8,8,True,,,cold,,,120,1,linear,0.5,10.0,1.0,4.0,4.0,5.0,0.01,0.012,bounded_projected_multiple_shooting,0.0554741988318218,0.035126420270453,0.035126420270453,"{""nominal_success"": 0.09, ""robust_success"": 0.17}",0.09,0.17,True,True,True,True,True,optimizer,77,138.70511719999922,0.3,5.551115123125783e-17,0.1499999999999999,"[0, 1, 2, 3, 7, 6, 5, 4]","[0.03512642027045302, 0.02879880573251428, 0.024364341704994436, 0.020543771783733664, 0.01806298174010815, 0.01731150429291758, 0.01760495599413787, 0.018348657746429683]","[0.03512642027045302, 0.02879880573251428, 0.024364341704994436, 0.020543771783733664, 0.01806298174010815, 0.01731150429291758, 0.01760495599413787, 0.018348657746429683]",//nas/Projects/Papers/quantum-low-thrust/data/results/continuation_extension_suite/controls/all_single_p03_headroom_cold_nominal_controls.json,071dd99cc8b6fe355a7d918fe9048e411d094c243fc8f9e798e9672077771eb2,862590c8e5edb180ec433d71a512d82551f017ae7569d12ff3a50859a4abda10,90cc43e5de767afd9c3a544ad5e4e6044954946dce16d824e99e0d3b7dcb3805,//nas/Projects/Papers/quantum-low-thrust/data/source_states.json|sha256=24f3e8900a33e87ed60f28cb61da10346e71f481288202350db5617c6e3d15cf,`ftol` termination condition is satisfied.
all_single_p04_warm_from_p03,1,all_single_headroom,all one-segment outage continuation headroom at N=8,catalog_halo_phase_shift,non-teacher catalog_halo_phase_shift target from the JPL initial_nrho_like_l2_southern_halo source state propagated ballistically in normalized CR3BP for the configured phase_time,0.4,0.5,0.3,8,[1],8,8,True,all_single_p03_headroom_cold,0.3,nominal_controls,862590c8e5edb180ec433d71a512d82551f017ae7569d12ff3a50859a4abda10,071dd99cc8b6fe355a7d918fe9048e411d094c243fc8f9e798e9672077771eb2,100,1,linear,0.5,10.0,1.0,4.0,4.0,5.0,0.01,0.012,bounded_projected_multiple_shooting,0.0530980832118395,0.0139134347944667,0.0139134347944667,"{""nominal_success"": 0.09, ""robust_success"": 0.17}",0.09,0.17,True,True,True,True,True,optimizer,61,120.89340890000312,0.3,5.551115123125783e-17,0.15,"[0, 1, 2, 3, 4, 7, 6, 5]","[0.012825008714996438, 0.013715647566886825, 0.01391343479446672, 0.012260945893377699, 0.010060357356754101, 0.004539477346610012, 0.0024547731026349513, 0.002868223035405967]","[0.012825008714996438, 0.013715647566886825, 0.01391343479446672, 0.012260945893377699, 0.010060357356754101, 0.004539477346610012, 0.0024547731026349513, 0.002868223035405967]",//nas/Projects/Papers/quantum-low-thrust/data/results/continuation_extension_suite/controls/all_single_p04_warm_from_p03_nominal_controls.json,404568ad672997f2b515d320e29ab04d0773df00e2b2740692f3e210d46d6486,63fd7f71cf701ce0acab62aef0ff9489c28cc869d9c1efa6a33fc68a0e9ece58,90cc43e5de767afd9c3a544ad5e4e6044954946dce16d824e99e0d3b7dcb3805,//nas/Projects/Papers/quantum-low-thrust/data/source_states.json|sha256=24f3e8900a33e87ed60f28cb61da10346e71f481288202350db5617c6e3d15cf,`ftol` termination condition is satisfied.
two_segment_n6_p03_headroom_cold,2,two_segment_budget_test,one/two-segment outage continuation budget and mask-family diagnostics,catalog_halo_phase_shift,non-teacher catalog_halo_phase_shift target from the JPL initial_nrho_like_l2_southern_halo source state propagated ballistically in normalized CR3BP for the configured phase_time,0.3,0.5,0.3,6,"[1, 2]",11,11,True,,,cold,,,120,1,linear,0.5,10.0,1.0,4.0,4.0,5.0,0.01,0.012,bounded_projected_multiple_shooting,0.059163223732158,0.0690477011328848,0.0690477011328848,"{""nominal_success"": 0.09, ""robust_success"": 0.17}",0.09,0.17,True,True,True,True,True,optimizer,74,106.82926769999904,0.3,5.551115123125783e-17,0.15,"[6, 0, 7, 1, 2, 5, 4, 8, 3, 10, 9]","[0.0366584111605039, 0.027178791878653824, 0.02349139126504671, 0.022182464779376895, 0.03918200016998043, 0.0398275888574456, 0.06904770113288487, 0.05382973361294519, 0.04319344101402447, 0.03817655044899505, 0.044550473105986886]","[0.0366584111605039, 0.027178791878653824, 0.02349139126504671, 0.022182464779376895, 0.03918200016998043, 0.0398275888574456, 0.06904770113288487, 0.05382973361294519, 0.04319344101402447, 0.03817655044899505, 0.044550473105986886]",//nas/Projects/Papers/quantum-low-thrust/data/results/continuation_extension_suite/controls/two_segment_n6_p03_headroom_cold_nominal_controls.json,670a752d1eb5bb282876be7e35dcd43ea47143b9c61c421c8c832868bc008182,117ec7ee22219258c194356e232838991472162f382e59f41d5039b98b37f085,90cc43e5de767afd9c3a544ad5e4e6044954946dce16d824e99e0d3b7dcb3805,//nas/Projects/Papers/quantum-low-thrust/data/source_states.json|sha256=24f3e8900a33e87ed60f28cb61da10346e71f481288202350db5617c6e3d15cf,`ftol` termination condition is satisfied.
two_segment_n6_p02_warm_160_from_p03,3,two_segment_budget_test,one/two-segment outage continuation budget and mask-family diagnostics,catalog_halo_phase_shift,non-teacher catalog_halo_phase_shift target from the JPL initial_nrho_like_l2_southern_halo source state propagated ballistically in normalized CR3BP for the configured phase_time,0.2,0.5,0.3,6,"[1, 2]",11,11,True,two_segment_n6_p03_headroom_cold,0.3,nominal_controls,117ec7ee22219258c194356e232838991472162f382e59f41d5039b98b37f085,670a752d1eb5bb282876be7e35dcd43ea47143b9c61c421c8c832868bc008182,160,1,linear,0.5,10.0,1.0,4.0,4.0,5.0,0.01,0.012,bounded_projected_multiple_shooting,0.0651115911792275,0.2193057308390489,0.2193057308390489,"{""nominal_success"": 0.09, ""robust_success"": 0.17}",0.09,0.17,True,False,False,False,False,optimizer,160,253.821760800005,0.3,5.551115123125783e-17,0.15,"[6, 0, 1, 7, 5, 4, 3, 2, 10, 9, 8]","[0.13131376162090422, 0.11716744174977475, 0.106363828518664, 0.09925741072629543, 0.09514052594428735, 0.0932752346697884, 0.21930573083904895, 0.19633292314732628, 0.1797895198137546, 0.1690258161175458, 0.16298527005825922]","[0.13131376162090422, 0.11716744174977475, 0.106363828518664, 0.09925741072629543, 0.09514052594428735, 0.0932752346697884, 0.21930573083904895, 0.19633292314732628, 0.1797895198137546, 0.1690258161175458, 0.16298527005825922]",//nas/Projects/Papers/quantum-low-thrust/data/results/continuation_extension_suite/controls/two_segment_n6_p02_warm_160_from_p03_nominal_controls.json,83f0a39280577ead25362789aa2a264faa420a6cf51ad9352c5b66c88ae834ff,9d206832b3c4030815af42bb2018361158b8439b10374f9fda48fd24e05517c9,90cc43e5de767afd9c3a544ad5e4e6044954946dce16d824e99e0d3b7dcb3805,//nas/Projects/Papers/quantum-low-thrust/data/source_states.json|sha256=24f3e8900a33e87ed60f28cb61da10346e71f481288202350db5617c6e3d15cf,The maximum number of function evaluations is exceeded.
two_segment_n8_p03_cold,4,two_segment_budget_test,one/two-segment outage continuation budget and mask-family diagnostics,catalog_halo_phase_shift,non-teacher catalog_halo_phase_shift target from the JPL initial_nrho_like_l2_southern_halo source state propagated ballistically in normalized CR3BP for the configured phase_time,0.3,0.5,0.3,8,"[1, 2]",15,15,True,,,cold,,,120,1,linear,0.5,10.0,1.0,4.0,4.0,5.0,0.01,0.012,bounded_projected_multiple_shooting,0.0612012101866208,0.0434908055815499,0.0434908055815499,"{""nominal_success"": 0.09, ""robust_success"": 0.17}",0.09,0.17,True,True,True,True,True,optimizer,76,243.83408389999383,0.3,5.551115123125783e-17,0.1499999999999999,"[8, 9, 0, 1, 10, 2, 3, 7, 6, 5, 4, 11, 14, 13, 12]","[0.03600157466297582, 0.029284053781122775, 0.024718475689302105, 0.020979975876099358, 0.019679356884642084, 0.020021658596480044, 0.031415515438263104, 0.03186363829723454, 0.043490805581549906, 0.03570273073006736, 0.0322240497468307, 0.03101331315745209, 0.03085031858269416, 0.03203020770254082, 0.035047464047039935]","[0.03600157466297582, 0.029284053781122775, 0.024718475689302105, 0.020979975876099358, 0.019679356884642084, 0.020021658596480044, 0.031415515438263104, 0.03186363829723454, 0.043490805581549906, 0.03570273073006736, 0.0322240497468307, 0.03101331315745209, 0.03085031858269416, 0.03203020770254082, 0.035047464047039935]",//nas/Projects/Papers/quantum-low-thrust/data/results/continuation_extension_suite/controls/two_segment_n8_p03_cold_nominal_controls.json,3ec960ef8c5dcf293fcca7fa021187f5b2c585f2cfadef71f11d8de6caa10e82,59663913ccca8b275b376fd37cb90a5cfaf71a639523bcee060046c85d78b8be,90cc43e5de767afd9c3a544ad5e4e6044954946dce16d824e99e0d3b7dcb3805,//nas/Projects/Papers/quantum-low-thrust/data/source_states.json|sha256=24f3e8900a33e87ed60f28cb61da10346e71f481288202350db5617c6e3d15cf,`ftol` termination condition is satisfied.
