seed,ridge,train_rmse,val_rmse,train_r2,val_r2,val_spearman,val_pairwise_order_accuracy,val_top_k,val_top_k_recall,n_train,n_val,shared_qubo_training_evaluations,qubo_training_true_evaluations,equal_total_budget
11,0.0001,7.293928217995056e-05,9.4732161915564,0.9999999999258999,0.04434949247222153,0.7142857142857143,0.7857142857142857,2,0.5,24,8,32,32,True
23,0.0001,0.00016829156541990677,13.180731642322908,0.9999999998406239,-1.7930686935070486,0.6190476190476191,0.7857142857142857,2,1.0,24,8,32,32,True
37,0.0001,5.191943669752832e-05,7.253403596526827,0.9999999999692927,0.6466384253817163,0.5714285714285714,0.6785714285714286,2,1.0,24,8,32,32,True
