seed,split,true,predicted
23,train,27.88586003070887,27.886010214238258
23,train,14.6723011653079,14.67227662601044
23,train,2.9205219384897,2.9207156750041987
23,train,32.68703768578839,32.68691546116393
23,train,15.128484176593837,15.128460680468713
23,train,25.76592237358261,25.765861645625524
23,train,9.891272381704368,9.891101071048
23,train,12.59504788751915,12.595018329239213
23,train,4.47234952857549,4.472465783134731
23,train,20.370797039653517,20.370688583830653
23,train,9.391638318914577,9.39179301026091
23,train,15.015269146621032,15.015197307415962
23,train,9.586591859215131,9.586666413501408
23,train,28.429159317791232,28.429098752413612
23,train,20.43006095856564,20.42995357590248
23,train,28.9030887561625,28.903178760200465
23,train,3.540020097679223,3.5399853456046615
23,train,27.442348325926588,27.442329441340437
23,train,64.08296777420009,64.08257975123924
23,train,28.59146221150573,28.591432315451332
23,train,2.106232943214355,2.1068033166446614
23,train,8.625464810472025,8.625473904708453
23,train,25.591524404468718,25.591504205213255
23,train,27.389322232232377,27.389235195232516
23,val,9.451247090734514,1.7128330388768074
23,val,13.061907322084693,4.505851058759226
23,val,24.941161687540745,9.625642394072733
23,val,29.653662942577917,26.3225910460282
23,val,19.45922891354726,7.776217661357988
23,val,10.562170199867815,35.92956852611461
23,val,9.495914947568837,-5.215927822552721
23,val,27.294365045712517,23.464586522915553
