transfer_time,amax,segments,max_nfev,substeps_per_segment,selected_outages,multistart_enabled,random_starts,schedule,base_nominal_error,base_worst_error,nominal_error,selected_recovery_worst_error,selected_worst_error,all_outage_worst_error,all_mask_worst_error,nominal_threshold,selected_recovery_threshold,selected_worst_threshold,meets_nominal_threshold,meets_selected_recovery_threshold,meets_selected_worst_threshold,meets_thresholds,optimizer_success,refinement_success,best_initial_guess,cost,nfev,best_attempt_nfev,runtime_seconds,control_max_norm,selected_outage_indices,selected_outage_errors,all_outage_errors,message
4.0,0.3,14,250,7,3,True,3,11111111111111,1.0331142972159248,97.42000056771097,0.3055271665933484,1.3512868763921428,1.3512868763921428,5.444921179007518,5.444921179007518,0.09,0.17,0.17,False,False,False,False,True,False,zero,1.4247976829258202,92,15,389.44136120000076,0.0017309215845507824,"[5, 14, 9]","[0.3535120922615526, 1.3512868763921428, 0.3057277291930307]","[2.4534571609067166, 1.6061837910606873, 4.446043040648562, 5.444921179007518, 0.2902020470142777, 0.3535120922615526, 0.42404629416217815, 0.3678627391950145, 0.3092187195080441, 0.3057277291930307, 0.3055707586142145, 0.30553256321371164, 0.30552803794478, 0.3055270001823214, 1.3512868763921428, 1.2243427487931688, 4.050279091785353, 5.0674524536932255, 0.31245120647218316, 0.43829356313605294, 0.460613565774735, 0.37122068841309, 0.3094160346136907, 0.3057637101780239, 0.30557615663789134, 0.30553343483787926, 0.3055278717650211]",`xtol` termination condition is satisfied.
