seed,benchmark_label,target_mode,method,comparison_group,diagnostic_notes,schedule,refined_schedule,refinement_candidate_schedule,schedule_repair,refined_schedule_source,objective,nominal_error,worst_error,robust_degradation,active_fraction,refinement_candidate_active_fraction,refined_active_fraction,smoothness,solver_true_evaluations,shared_qubo_training_evaluations,total_true_evaluations_including_training,true_evaluations,runtime_seconds,refinement_mode,refinement_success,refined_nominal_error,refined_worst_error,refined_selected_worst_error,refined_all_mask_worst_error,refinement_nfev,refinement_runtime_seconds,refined_nominal_fuel,refined_recovery_fuel_mean,refined_recovery_fuel_max,best_initial_guess,selected_outage_indices,selected_outage_errors,all_outage_errors,recovery_indices,refined_controls,refined_recovery_controls,active_target_penalty,active_target_deviation,target_active_fraction,target_active_weight
41,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,cross_entropy,method_comparison,,110111111111,110111111111,110111111111,identity,original solver candidate schedule,0.8281461898715251,0.3824265273579211,0.41103442282457137,0.02860789546665027,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.18181818181818182,120,0,120,120,1.8322480999995605,branch_recovery,True,0.06699469057444583,0.09220729072812293,0.09220729072812293,0.10149636454373383,35,35.66485109999849,0.09166666666666667,0.08333333333333333,0.08333333333333333,feedback,[6],[0.09220729072812293],"[0.10149636454373383, 0.09937380921064078, 0.06699469057444583, 0.09570720751093612, 0.094060048719133, 0.09275699918952429, 0.09220729072812293, 0.09078432894265921, 0.08999764325851592, 0.08938921972158702, 0.08896585656567738, 0.08873173253636968]","[[7, 8, 9, 10, 11]]","[[0.09982422113606586, -0.018607807334375528, -0.17230459767744036], [0.09736749460098745, -0.02736054924754724, -0.17254266527441617], [0.0, 0.0, 0.0], [0.09423027957379826, -0.04531808228977559, -0.17049025141931418], [0.09585172179444668, -0.05809780502259443, -0.16564145761432014], [0.0915375331843133, -0.06394976539117624, -0.1659256084061296], [0.06390178952611289, -0.039198612342863016, -0.18541852681367718], [0.05513976237376169, -0.04005379858160457, -0.18803005032321127], [0.0501520315496786, -0.04510749418503246, -0.1882819367326226], [0.04394021198158292, -0.04994909737681151, -0.18861162594669334], [0.03750917717708073, -0.05452643638991893, -0.1887324279558616], [0.03143734410286472, -0.05855001899111944, -0.1886361276953533]]","[[[0.09982422113606586, -0.018607807334375528, -0.17230459767744036], [0.09736749460098745, -0.02736054924754724, -0.17254266527441617], [0.0, 0.0, 0.0], [0.09423027957379825, -0.04531808228977558, -0.17049025141931415], [0.09585172179444665, -0.058097805022594415, -0.16564145761432011], [0.0915375331843133, -0.06394976539117624, -0.1659256084061296], [0.0, -0.0, -0.0], [0.052515487490559384, -0.035017608827257615, -0.18977853051820714], [0.048719125651547665, -0.039780585160102855, -0.18985244754826977], [0.04331932856270903, -0.04451333335130688, -0.19011049136444705], [0.03762764076153379, -0.048946267180657595, -0.1902325513149646], [0.03225111439916496, -0.05275100450794137, -0.19020304188791287]]]",0.0,0.0,0.9166666666666666,12.0
41,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,genetic,method_comparison,,111101111111,111101111111,111101111111,identity,original solver candidate schedule,0.836628474916579,0.3869416196516856,0.41564191819089985,0.028700298539214242,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.18181818181818182,120,0,120,120,1.732559100000799,branch_recovery,True,0.06326787408374276,0.08814672066722083,0.08814672066722083,0.09747365136638225,35,39.518663700000616,0.09166666666666667,0.08333333333333331,0.08333333333333331,feedback,[6],[0.08814672066722083],"[0.09747365136638225, 0.09535964276227009, 0.09348168705848225, 0.09177955093203585, 0.06326787408374276, 0.08887682555430118, 0.08814672066722083, 0.08692857433807312, 0.08615169220551916, 0.08555406815599619, 0.08513833681952118, 0.08490872270541579]","[[7, 8, 9, 10, 11]]","[[0.09589596242858098, -0.01625075976547354, -0.17475662275559417], [0.09596082782797499, -0.025479652369685052, -0.17361539919514557], [0.09255134970719064, -0.03327734187665906, -0.17414610585655155], [0.09035642388845071, -0.04248304184086858, -0.17329428097325553], [0.0, 0.0, 0.0], [0.08934513537872255, -0.061473820371666356, -0.16804289985914264], [0.06509662779723852, -0.04294668791158697, -0.18416843118963833], [0.05689850834671278, -0.04500595379402975, -0.1863787108846091], [0.05101429523505696, -0.04985744988701395, -0.18684693300248295], [0.0446757423628524, -0.054619754696259376, -0.1871383457264932], [0.038141632685899256, -0.05910173187126115, -0.18722233078848127], [0.031981225042081375, -0.06300224956709845, -0.18710402933740575]]","[[[0.09589596242858098, -0.01625075976547354, -0.17475662275559417], [0.09596082782797499, -0.025479652369685052, -0.17361539919514557], [0.09255134970719064, -0.03327734187665906, -0.17414610585655155], [0.09035642388845071, -0.04248304184086858, -0.17329428097325553], [0.0, 0.0, 0.0], [0.08934513537872255, -0.061473820371666356, -0.16804289985914264], [0.0, -0.0, -0.0], [0.05552769298575197, -0.041216770665407965, -0.18766420310649345], [0.05050993818811696, -0.04562481975844383, -0.18806148453695168], [0.0448245568557685, -0.05020569283571785, -0.1883351998686638], [0.03889991287160507, -0.05450246317252152, -0.18845762995089765], [0.03331684620489686, -0.05816317870418752, -0.1884330979472131]]]",0.0,0.0,0.9166666666666666,12.0
41,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,true_sa,method_comparison,,011111111111,011111111111,011111111111,identity,original solver candidate schedule,0.814553025687213,0.3771197380746664,0.4056281761313686,0.028508438056702168,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.09090909090909091,120,0,120,120,1.7913854999969772,branch_recovery,True,0.0690121126015381,0.09407452909228246,0.09407452909228246,0.10178662412865784,20,14.986009499996726,0.09166666666666667,0.08333333333333333,0.08333333333333333,feedback,[6],[0.09407452909228246],"[0.0690121126015381, 0.10178662412865784, 0.0998623451721799, 0.09812797774932111, 0.09658569584294052, 0.09523420273368018, 0.09407452909228246, 0.09309655317253755, 0.092294037311658, 0.09167335195843686, 0.09123922745878878, 0.09099749503273984]","[[7, 8, 9, 10, 11]]","[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.07107157111328581, -0.05373774976534021, -0.1790560974377774], [0.05814617288524505, -0.0532281609251135, -0.1838091005998599], [0.05836342346979009, -0.06245428531386829, -0.18081253564623195], [0.0520503372547901, -0.06724520582591194, -0.18102166910371079], [0.04521908225341541, -0.07158089530082916, -0.18119439844567653], [0.038806426649142585, -0.0753362882327794, -0.18115878373965835]]","[[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.0, -0.0, -0.0], [0.06448063048328197, -0.05742275331656504, -0.18040198361997956], [0.059027551692847076, -0.061482796914148014, -0.18092985885354002], [0.05279051763855741, -0.06562760776537739, -0.18140060183595572], [0.046335697017936106, -0.06952353686073824, -0.18171263303423787], [0.04036059263007045, -0.07286858301510438, -0.18182736914975242]]]",0.0,0.0,0.9166666666666666,12.0
41,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,surrogate_qubo_sa,method_comparison,,011111111111,011111111111,011111111111,identity,original solver candidate schedule,0.814553025687213,0.3771197380746664,0.4056281761313686,0.028508438056702168,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.09090909090909091,24,96,120,120,0.33780730000216863,branch_recovery,True,0.0690121126015381,0.09407452909228246,0.09407452909228246,0.10178662412865784,20,14.290558799999417,0.09166666666666667,0.08333333333333333,0.08333333333333333,feedback,[6],[0.09407452909228246],"[0.0690121126015381, 0.10178662412865784, 0.0998623451721799, 0.09812797774932111, 0.09658569584294052, 0.09523420273368018, 0.09407452909228246, 0.09309655317253755, 0.092294037311658, 0.09167335195843686, 0.09123922745878878, 0.09099749503273984]","[[7, 8, 9, 10, 11]]","[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.07107157111328581, -0.05373774976534021, -0.1790560974377774], [0.05814617288524505, -0.0532281609251135, -0.1838091005998599], [0.05836342346979009, -0.06245428531386829, -0.18081253564623195], [0.0520503372547901, -0.06724520582591194, -0.18102166910371079], [0.04521908225341541, -0.07158089530082916, -0.18119439844567653], [0.038806426649142585, -0.0753362882327794, -0.18115878373965835]]","[[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.0, -0.0, -0.0], [0.06448063048328197, -0.05742275331656504, -0.18040198361997956], [0.059027551692847076, -0.061482796914148014, -0.18092985885354002], [0.05279051763855741, -0.06562760776537739, -0.18140060183595572], [0.046335697017936106, -0.06952353686073824, -0.18171263303423787], [0.04036059263007045, -0.07286858301510438, -0.18182736914975242]]]",0.0,0.0,0.9166666666666666,12.0
41,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,qaoa_statevector,method_comparison,,011011111111,011011111111,011011111111,identity,original solver candidate schedule,0.8624310652505283,0.35778360725545055,0.38608525076891775,0.0283016435134672,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.2727272727272727,24,96,120,120,0.4098467999974673,branch_recovery,False,0.09807057175820384,0.12415555580685209,0.12415555580685209,0.13224425712889257,21,16.38731070000358,0.08333333333333333,0.07499999999999998,0.07499999999999998,feedback,[6],[0.12415555580685209],"[0.09807057175820384, 0.13224425712889257, 0.13022999637535285, 0.09807057175820384, 0.12680876453539694, 0.1253885059546195, 0.12415555580685209, 0.12311360033478577, 0.12225875478669554, 0.12159573233098175, 0.12113055663468786, 0.12087282079818654]","[[7, 8, 9, 10, 11]]","[[0.0, 0.0, 0.0], [0.08639355224542634, -0.01779308997170544, -0.1794980782060788], [0.08416265830207142, -0.02445068855431734, -0.17977433291977069], [0.0, 0.0, 0.0], [0.07796854198876195, -0.03728749420711215, -0.18036227220763562], [0.07381876405896902, -0.04391295269710127, -0.1806168393539994], [0.06892709846063029, -0.050191849172127316, -0.18091388386323753], [0.06371573980228636, -0.0563117031725397, -0.18102291729848774], [0.058063019756409706, -0.062168208501418534, -0.1810077335046515], [0.052004208051055455, -0.06759274071728907, -0.18090545527238217], [0.04553971258852218, -0.0725099659323057, -0.18074412692491743], [0.039264266829761134, -0.07666185789788153, -0.18050284455921006]]","[[[0.0, 0.0, 0.0], [0.08639355224542634, -0.01779308997170544, -0.1794980782060788], [0.08416265830207142, -0.02445068855431734, -0.17977433291977069], [0.0, 0.0, 0.0], [0.07796854198876195, -0.03728749420711215, -0.18036227220763562], [0.073818764058969, -0.043912952697101264, -0.18061683935399936], [0.0, -0.0, -0.0], [0.0640937041238818, -0.05673039501359929, -0.1807585665280661], [0.05877476270271641, -0.06201074994853781, -0.180831950053245], [0.0527282617044384, -0.067270710616637, -0.18081587848073782], [0.046369250533926355, -0.07197988774469548, -0.1807450922298667], [0.04049544714745461, -0.0761079191658411, -0.18046524153025567]]]",0.08333333333333318,-0.08333333333333326,0.9166666666666666,12.0
41,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,all_windows_continuous,method_comparison,,111111111111,111111111111,111111111111,identity,original solver candidate schedule,0.9518086862862225,0.40435561295296646,0.43322523366003873,0.028869620707072274,1.0,1.0,1.0,0.0,19,0,19,19,20.43794169999819,branch_recovery,True,0.03856720666013058,0.06006019530605116,0.06006019530605116,0.06904467217546138,19,20.43794169999819,0.1,0.09166666666666667,0.09166666666666667,feedback,[6],[0.06006019530605116],"[0.06904467217546138, 0.06707183846423007, 0.0653015398592814, 0.06372425977446343, 0.06233152803675836, 0.0611165831866334, 0.06006019530605116, 0.059200002405654394, 0.058496684598568126, 0.05795852148610246, 0.05758816839733601, 0.057387050862421456]","[[7, 8, 9, 10, 11]]","[[0.08550307050345214, -0.0074459275008244355, -0.18064823026571328], [0.08390019821538665, -0.014058144871785035, -0.1810058709052906], [0.08165684227228238, -0.021307735903197886, -0.1813233037995921], [0.07880294198944755, -0.02875486553804285, -0.18155785315346962], [0.0752796896059882, -0.036289077211588264, -0.18170325040559251], [0.07095130869906842, -0.04372109588989608, -0.18180862897034347], [0.0640497976193512, -0.04915313599929057, -0.18297976020958], [0.058698681686107125, -0.056650301624296545, -0.1826067033112128], [0.053023247145917766, -0.06428074530502828, -0.1818145237464076], [0.04604021437224461, -0.07060604141489298, -0.18137002391871757], [0.039084953470152055, -0.07672675726788074, -0.18051418540212227], [0.03276084718141735, -0.08141712203753636, -0.17971638526044512]]","[[[0.08550307050345214, -0.0074459275008244355, -0.18064823026571328], [0.08390019821538665, -0.014058144871785035, -0.1810058709052906], [0.08165684227228238, -0.021307735903197886, -0.1813233037995921], [0.07880294198944755, -0.02875486553804285, -0.18155785315346962], [0.0752796896059882, -0.036289077211588264, -0.18170325040559251], [0.07095130869906842, -0.04372109588989608, -0.18180862897034347], [0.0, -0.0, -0.0], [0.058752508082580146, -0.058785066453374446, -0.1819133275933314], [0.05391222781189824, -0.06388213898511391, -0.18169354421950323], [0.049252855434176915, -0.0709228634957918, -0.18039984386117788], [0.04121451299302377, -0.07376790089221878, -0.18127233853156874], [0.03514514248011611, -0.07727146093479337, -0.18109097240076613]]]",0.08333333333333341,0.08333333333333337,0.9166666666666666,12.0
53,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,random,method_comparison,,101111111111,101111111111,101111111111,identity,original solver candidate schedule,0.8233486805154743,0.37987012405576354,0.40842933148880006,0.028559207433036526,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.18181818181818182,120,0,120,120,1.5374329999976908,branch_recovery,True,0.06746293796215647,0.09256463069979118,0.09256463069979118,0.10221278357521497,35,37.10329510000156,0.09166666666666665,0.08333333333333333,0.08333333333333333,feedback,[6],[0.09256463069979118],"[0.10221278357521497, 0.06746293796215647, 0.09814988389765913, 0.09642092061724106, 0.09488006471980402, 0.09351582479695719, 0.09256463069979118, 0.09140305031292727, 0.09060668778881464, 0.08999023314752275, 0.08956009938249605, 0.08932181774200024]","[[7, 8, 9, 10, 11]]","[[0.09240019813474232, -0.014241720104572097, -0.17680321488344997], [0.0, 0.0, 0.0], [0.08977532403531102, -0.02961267224422343, -0.17624834988422192], [0.08725803139275831, -0.0380361900647584, -0.17589566283117383], [0.08491074099943481, -0.04664150976792783, -0.1749706707694041], [0.08315221125855675, -0.05550627389937824, -0.17321883073332286], [0.06653010787751626, -0.045119819535518045, -0.18313368513435296], [0.05866525202678112, -0.04787221724568717, -0.18511250368523458], [0.053295860331901444, -0.05325943574923612, -0.18526463174377197], [0.04685659360961344, -0.058241518558367344, -0.18550575503557537], [0.04019425284876683, -0.06285277727961937, -0.18556387155415777], [0.03388665355386706, -0.0668253102054412, -0.18543482042719686]]","[[[0.09240019813474232, -0.014241720104572097, -0.17680321488344997], [0.0, 0.0, 0.0], [0.08977532403531102, -0.02961267224422343, -0.17624834988422192], [0.08725803139275831, -0.0380361900647584, -0.17589566283117383], [0.08491074099943481, -0.04664150976792783, -0.1749706707694041], [0.08315221125855675, -0.05550627389937824, -0.17321883073332286], [0.0, -0.0, -0.0], [0.05808477974015298, -0.04513067374473026, -0.1859822051968538], [0.05298501733785563, -0.04952711952488172, -0.1863857622493607], [0.04717514877333286, -0.05432081321796577, -0.18661123918336964], [0.041155343601304, -0.058901162916766996, -0.18664643232623304], [0.03539496279208543, -0.06274852058882345, -0.18657389895926196]]]",0.0,0.0,0.9166666666666666,12.0
53,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,cross_entropy,method_comparison,,011111111111,011111111111,011111111111,identity,original solver candidate schedule,0.814553025687213,0.3771197380746664,0.4056281761313686,0.028508438056702168,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.09090909090909091,120,0,120,120,1.8380102999981318,branch_recovery,True,0.0690121126015381,0.09407452909228246,0.09407452909228246,0.10178662412865784,20,14.040203399999882,0.09166666666666667,0.08333333333333333,0.08333333333333333,feedback,[6],[0.09407452909228246],"[0.0690121126015381, 0.10178662412865784, 0.0998623451721799, 0.09812797774932111, 0.09658569584294052, 0.09523420273368018, 0.09407452909228246, 0.09309655317253755, 0.092294037311658, 0.09167335195843686, 0.09123922745878878, 0.09099749503273984]","[[7, 8, 9, 10, 11]]","[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.07107157111328581, -0.05373774976534021, -0.1790560974377774], [0.05814617288524505, -0.0532281609251135, -0.1838091005998599], [0.05836342346979009, -0.06245428531386829, -0.18081253564623195], [0.0520503372547901, -0.06724520582591194, -0.18102166910371079], [0.04521908225341541, -0.07158089530082916, -0.18119439844567653], [0.038806426649142585, -0.0753362882327794, -0.18115878373965835]]","[[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.0, -0.0, -0.0], [0.06448063048328197, -0.05742275331656504, -0.18040198361997956], [0.059027551692847076, -0.061482796914148014, -0.18092985885354002], [0.05279051763855741, -0.06562760776537739, -0.18140060183595572], [0.046335697017936106, -0.06952353686073824, -0.18171263303423787], [0.04036059263007045, -0.07286858301510438, -0.18182736914975242]]]",0.0,0.0,0.9166666666666666,12.0
53,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,genetic,method_comparison,,110111111111,110111111111,110111111111,identity,original solver candidate schedule,0.8281461898715251,0.3824265273579211,0.41103442282457137,0.02860789546665027,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.18181818181818182,120,0,120,120,1.6269214000021748,branch_recovery,True,0.06699469057444583,0.09220729072812293,0.09220729072812293,0.10149636454373383,35,35.738149100001465,0.09166666666666667,0.08333333333333333,0.08333333333333333,feedback,[6],[0.09220729072812293],"[0.10149636454373383, 0.09937380921064078, 0.06699469057444583, 0.09570720751093612, 0.094060048719133, 0.09275699918952429, 0.09220729072812293, 0.09078432894265921, 0.08999764325851592, 0.08938921972158702, 0.08896585656567738, 0.08873173253636968]","[[7, 8, 9, 10, 11]]","[[0.09982422113606586, -0.018607807334375528, -0.17230459767744036], [0.09736749460098745, -0.02736054924754724, -0.17254266527441617], [0.0, 0.0, 0.0], [0.09423027957379826, -0.04531808228977559, -0.17049025141931418], [0.09585172179444668, -0.05809780502259443, -0.16564145761432014], [0.0915375331843133, -0.06394976539117624, -0.1659256084061296], [0.06390178952611289, -0.039198612342863016, -0.18541852681367718], [0.05513976237376169, -0.04005379858160457, -0.18803005032321127], [0.0501520315496786, -0.04510749418503246, -0.1882819367326226], [0.04394021198158292, -0.04994909737681151, -0.18861162594669334], [0.03750917717708073, -0.05452643638991893, -0.1887324279558616], [0.03143734410286472, -0.05855001899111944, -0.1886361276953533]]","[[[0.09982422113606586, -0.018607807334375528, -0.17230459767744036], [0.09736749460098745, -0.02736054924754724, -0.17254266527441617], [0.0, 0.0, 0.0], [0.09423027957379825, -0.04531808228977558, -0.17049025141931415], [0.09585172179444665, -0.058097805022594415, -0.16564145761432011], [0.0915375331843133, -0.06394976539117624, -0.1659256084061296], [0.0, -0.0, -0.0], [0.052515487490559384, -0.035017608827257615, -0.18977853051820714], [0.048719125651547665, -0.039780585160102855, -0.18985244754826977], [0.04331932856270903, -0.04451333335130688, -0.19011049136444705], [0.03762764076153379, -0.048946267180657595, -0.1902325513149646], [0.03225111439916496, -0.05275100450794137, -0.19020304188791287]]]",0.0,0.0,0.9166666666666666,12.0
53,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,true_sa,method_comparison,,011111111111,011111111111,011111111111,identity,original solver candidate schedule,0.814553025687213,0.3771197380746664,0.4056281761313686,0.028508438056702168,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.09090909090909091,120,0,120,120,1.821232999998756,branch_recovery,True,0.0690121126015381,0.09407452909228246,0.09407452909228246,0.10178662412865784,20,14.454225999998016,0.09166666666666667,0.08333333333333333,0.08333333333333333,feedback,[6],[0.09407452909228246],"[0.0690121126015381, 0.10178662412865784, 0.0998623451721799, 0.09812797774932111, 0.09658569584294052, 0.09523420273368018, 0.09407452909228246, 0.09309655317253755, 0.092294037311658, 0.09167335195843686, 0.09123922745878878, 0.09099749503273984]","[[7, 8, 9, 10, 11]]","[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.07107157111328581, -0.05373774976534021, -0.1790560974377774], [0.05814617288524505, -0.0532281609251135, -0.1838091005998599], [0.05836342346979009, -0.06245428531386829, -0.18081253564623195], [0.0520503372547901, -0.06724520582591194, -0.18102166910371079], [0.04521908225341541, -0.07158089530082916, -0.18119439844567653], [0.038806426649142585, -0.0753362882327794, -0.18115878373965835]]","[[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.0, -0.0, -0.0], [0.06448063048328197, -0.05742275331656504, -0.18040198361997956], [0.059027551692847076, -0.061482796914148014, -0.18092985885354002], [0.05279051763855741, -0.06562760776537739, -0.18140060183595572], [0.046335697017936106, -0.06952353686073824, -0.18171263303423787], [0.04036059263007045, -0.07286858301510438, -0.18182736914975242]]]",0.0,0.0,0.9166666666666666,12.0
53,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,surrogate_qubo_sa,method_comparison,,011111111111,011111111111,011111111111,identity,original solver candidate schedule,0.814553025687213,0.3771197380746664,0.4056281761313686,0.028508438056702168,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.09090909090909091,24,96,120,120,0.30187080000177957,branch_recovery,True,0.0690121126015381,0.09407452909228246,0.09407452909228246,0.10178662412865784,20,14.568071599998802,0.09166666666666667,0.08333333333333333,0.08333333333333333,feedback,[6],[0.09407452909228246],"[0.0690121126015381, 0.10178662412865784, 0.0998623451721799, 0.09812797774932111, 0.09658569584294052, 0.09523420273368018, 0.09407452909228246, 0.09309655317253755, 0.092294037311658, 0.09167335195843686, 0.09123922745878878, 0.09099749503273984]","[[7, 8, 9, 10, 11]]","[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.07107157111328581, -0.05373774976534021, -0.1790560974377774], [0.05814617288524505, -0.0532281609251135, -0.1838091005998599], [0.05836342346979009, -0.06245428531386829, -0.18081253564623195], [0.0520503372547901, -0.06724520582591194, -0.18102166910371079], [0.04521908225341541, -0.07158089530082916, -0.18119439844567653], [0.038806426649142585, -0.0753362882327794, -0.18115878373965835]]","[[[0.0, 0.0, 0.0], [0.08223274552051882, -0.017029940426727723, -0.18151516931986622], [0.08505603085580415, -0.02561816616027596, -0.1791903490080897], [0.08300564855876853, -0.03343545177217302, -0.1788634475574283], [0.0800169054580801, -0.04132390961140016, -0.17857667634756086], [0.07565368703647932, -0.04854847731264033, -0.17866047405179047], [0.0, -0.0, -0.0], [0.06448063048328197, -0.05742275331656504, -0.18040198361997956], [0.059027551692847076, -0.061482796914148014, -0.18092985885354002], [0.05279051763855741, -0.06562760776537739, -0.18140060183595572], [0.046335697017936106, -0.06952353686073824, -0.18171263303423787], [0.04036059263007045, -0.07286858301510438, -0.18182736914975242]]]",0.0,0.0,0.9166666666666666,12.0
53,q1_catalog_halo_phase_shift_cardinality_prior,catalog_halo_phase_shift,qaoa_statevector,method_comparison,,101110111111,101110111111,101110111111,identity,original solver candidate schedule,0.8786358496627015,0.3644838963188936,0.3929090298383893,0.028425133519495716,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.36363636363636365,24,96,120,120,0.41042229999948177,branch_recovery,False,0.09312770791595168,0.11909888121752661,0.11909888121752661,0.12918100890241696,31,29.595343000000867,0.08333333333333333,0.07499888872030218,0.07499888872030218,feedback,[6],[0.11909888121752661],"[0.12918100890241696, 0.09312770791595168, 0.12501589015002876, 0.12324259464157034, 0.12166401653773924, 0.09312770791595168, 0.11909888121752661, 0.11805288248743775, 0.11722094172542627, 0.11657514031323794, 0.11612255213140764, 0.11587080950107279]","[[7, 8, 9, 10, 11]]","[[0.08796848213136345, -0.012028362116229839, -0.17921178715783415], [0.0, 0.0, 0.0], [0.08373041300534662, -0.024647879246423334, -0.17994915944957293], [0.08109706193269459, -0.031788293865457756, -0.1800354712799897], [0.07717615425542887, -0.03835899795305717, -0.18047833246786055], [0.0, 0.0, 0.0], [0.06691411066085334, -0.05016751446735293, -0.1816747706387296], [0.06169240441660168, -0.05627065338668029, -0.18173513915788148], [0.05742179894627403, -0.06254526003601928, -0.18108237753243803], [0.051614480462162285, -0.06670216793522044, -0.18134708765062296], [0.04652699101567282, -0.07219227303068249, -0.18061980739024971], [0.040699049918598316, -0.07475669254282656, -0.1809834916664521]]","[[[0.08796848213136345, -0.012028362116229839, -0.17921178715783415], [0.0, 0.0, 0.0], [0.08373041300534662, -0.024647879246423334, -0.17994915944957293], [0.08109706193269459, -0.031788293865457756, -0.1800354712799897], [0.07717615425542887, -0.03835899795305717, -0.18047833246786055], [0.0, 0.0, 0.0], [0.0, -0.0, -0.0], [0.06446135549115618, -0.05922444149908574, -0.17982546865603927], [0.05663412440640456, -0.06056817831541415, -0.1820001970555859], [0.05020689770261067, -0.06316401439677487, -0.1829724217869774], [0.04725856376950865, -0.06935064491433292, -0.18154094910077287], [0.04553617099487297, -0.07568009852822011, -0.17944074180041888]]]",0.08333333333333318,-0.08333333333333326,0.9166666666666666,12.0
