method,analysis_stage,oracle,iterations,initial_state,states_in_support,feasible_support_probability,expected_selected_worst_error,initial_expected_selected_worst_error,expected_nominal_error,probability_best_state,initial_probability_best_state,probability_good_set,probability_pareto_frontier,top_schedule,top_schedule_probability,top_schedule_selected_worst_error,best_schedule,best_selected_worst_error,top3_schedules,predeclared_protocol_name,predeclared_good_rule,predeclared_iteration_rule,predeclared_iteration_cap,initial_good_probability_predeclared,predicted_good_probability_predeclared
grover_uniform_top_5_r2,exploratory_sweep,top_5,2,uniform,66,1.0,0.1060041949829595,0.11375786488534918,0.0803395263193137,0.19382742623793245,0.015151515151515152,0.9691371311896623,0.19382742623793245,111111110101,0.19382742623793245,0.1060150397456055,111111111100,0.1055748925448516,111111110101:0.194; 111111110110:0.194; 111111111001:0.194,,,,,,
grover_uniform_thresholdle0p106540504405_r2,exploratory_sweep,threshold<=0.106540504405,2,uniform,66,1.0,0.10603039847753179,0.11375786488534918,0.08037889880854147,0.14175865053916797,0.015151515151515152,0.9923105537741757,0.14175865053916797,111111101110,0.14175865053916797,0.1065405044052453,111111111100,0.1055748925448516,111111101110:0.142; 111111110011:0.142; 111111110101:0.142,,,,,,
grover_uniform_top_3_r11,exploratory_sweep,top_3,11,uniform,66,1.0,0.10607447287787902,0.11375786488534918,0.0803557788038633,0.3161332600881712,0.015151515151515152,0.9483997802645137,0.3161332600881712,111111111001,0.3161332600881712,0.1056046330372665,111111111100,0.1055748925448516,111111111001:0.316; 111111111010:0.316; 111111111100:0.316,,,,,,
grover_warm_thresholdle0p106540504405_r6,exploratory_sweep,threshold<=0.106540504405,6,inverse,66,1.0,0.10608498214477143,0.108671256502909,0.08041951172053015,0.21126975899113737,0.1201242112368671,0.9574121306354664,0.21126975899113737,111111111100,0.21126975899113737,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.211; 111111111001:0.198; 111111111010:0.158,,,,,,
grover_uniform_top_8_r6,exploratory_sweep,top_8,6,uniform,66,1.0,0.10611335048904195,0.11375786488534918,0.08047384188171715,0.12400015602057485,0.015151515151515152,0.9920012481645988,0.12400015602057485,111111101101,0.12400015602057485,0.1066015821090235,111111111100,0.1055748925448516,111111101101:0.124; 111111101110:0.124; 111111110011:0.124,,,,,,
grover_warm_thresholdle0p105574892545_r10,exploratory_sweep,threshold<=0.105574892545,10,inverse,66,1.0,0.10616366806695517,0.108671256502909,0.08038467338525082,0.832691074456141,0.1201242112368671,0.832691074456141,0.832691074456141,111111111100,0.832691074456141,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.833; 111111111001:0.021; 111111111010:0.017,,,,,,
grover_warm_top_1_r10,exploratory_sweep,top_1,10,inverse,66,1.0,0.10616366806695517,0.108671256502909,0.08038467338525082,0.832691074456141,0.1201242112368671,0.832691074456141,0.832691074456141,111111111100,0.832691074456141,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.833; 111111111001:0.021; 111111111010:0.017,,,,,,
grover_warm_top_5_r7,exploratory_sweep,top_5,7,inverse,66,1.0,0.10619697467961267,0.108671256502909,0.08052673185523196,0.23398107178853012,0.1201242112368671,0.9112498547849249,0.23398107178853012,111111111100,0.23398107178853012,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.234; 111111111001:0.219; 111111111010:0.175,,,,,,
grover_uniform_thresholdle0p105574892545_r7,exploratory_sweep,threshold<=0.105574892545,7,uniform,66,1.0,0.10621065596751854,0.11375786488534918,0.08040814348530427,0.9234837150265175,0.015151515151515152,0.9234837150265175,0.9234837150265175,111111111100,0.9234837150265175,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.923; 001111111111:0.001; 010111111111:0.001,,,,,,
grover_uniform_top_1_r7,exploratory_sweep,top_1,7,uniform,66,1.0,0.10621065596751854,0.11375786488534918,0.08040814348530427,0.9234837150265175,0.015151515151515152,0.9234837150265175,0.9234837150265175,111111111100,0.9234837150265175,0.1055748925448516,111111111100,0.1055748925448516,111111111100:0.923; 001111111111:0.001; 010111111111:0.001,,,,,,
